gene,age,caste,Dataset S5: A list of honey bee OGS3.2 genes highlighting taxonomic status and caste expression status.,,,,,
GB45098,Insecta,NA,,,,,,
GB45099,Insecta,NDEG,,,,,,
GB45100,NA,NA,,,,,,
GB45101,Insecta,NA,,,,,,
GB45102,Insecta,NA,,,,,,
GB45103,NA,NA,,,,,,
GB45105,Insecta,NA,,,,,,
GB45106,Insecta,NA,,,,,,
GB45107,Insecta,NA,,,,,,
GB45108,NA,NA,,,,,,
GB45110,Insecta,NA,,,,,,
GB45111,Insecta,NA,,,,,,
GB45112,NA,NA,,,,,,
GB45113,Insecta,NDEG,,,,,,
GB45114,Insecta,NA,,,,,,
GB45117,NA,NA,,,,,,
GB45119,Insecta,W,,,,,,
GB45120,Insecta,NA,,,,,,
GB45122,Insecta,NA,,,,,,
GB45123,Insecta,NA,,,,,,
GB45125,Insecta,NA,,,,,,
GB45126,Insecta,NA,,,,,,
GB45127,Insecta,NDEG,,,,,,
GB45128,Insecta,NDEG,,,,,,
GB45129,NA,NA,,,,,,
GB45130,NA,NA,,,,,,
GB45131,Insecta,NA,,,,,,
GB45133,Insecta,NA,,,,,,
GB45134,Insecta,NA,,,,,,
GB45135,Insecta,NA,,,,,,
GB45137,Insecta,W,,,,,,
GB45138,Insecta,NA,,,,,,
GB45139,Hymenoptera,NA,,,,,,
GB45140,Insecta,NDEG,,,,,,
GB45141,Hymenoptera,NA,,,,,,
GB45142,Insecta,NA,,,,,,
GB45143,Insecta,NA,,,,,,
GB45144,NA,NA,,,,,,
GB45145,Insecta,NDEG,,,,,,
GB45146,Insecta,NA,,,,,,
GB45147,Insecta,NDEG,,,,,,
GB45148,Insecta,NDEG,,,,,,
GB45150,Insecta,NA,,,,,,
GB45151,Insecta,NA,,,,,,
GB45152,Insecta,NA,,,,,,
GB45153,Insecta,NDEG,,,,,,
GB45154,Insecta,NA,,,,,,
GB45155,Insecta,NA,,,,,,
GB45156,Insecta,NA,,,,,,
GB45157,Insecta,NA,,,,,,
GB45158,Insecta,NA,,,,,,
GB45159,Insecta,NA,,,,,,
GB45160,NA,NA,,,,,,
GB45161,NA,NA,,,,,,
GB45162,NA,NA,,,,,,
GB45164,NA,NA,,,,,,
GB45165,NA,NA,,,,,,
GB45166,NA,NA,,,,,,
GB45169,Apis,NDEG,,,,,,
GB45170,Hymenoptera,NA,,,,,,
GB45171,Insecta,NA,,,,,,
GB45172,Insecta,NA,,,,,,
GB45173,Insecta,NA,,,,,,
GB45174,Insecta,NA,,,,,,
GB45175,Insecta,NA,,,,,,
GB45179,Insecta,NDEG,,,,,,
GB45180,Hymenoptera,NA,,,,,,
GB45181,Insecta,NA,,,,,,
GB45182,NA,NA,,,,,,
GB45183,Insecta,NA,,,,,,
GB45184,Insecta,NA,,,,,,
GB45185,Insecta,NDEG,,,,,,
GB45186,Apoidea,NA,,,,,,
GB45187,Insecta,NA,,,,,,
GB45188,Insecta,NA,,,,,,
GB45189,Insecta,NA,,,,,,
GB45190,NA,NA,,,,,,
GB45191,NA,NA,,,,,,
GB45192,Insecta,NA,,,,,,
GB45193,Insecta,NDEG,,,,,,
GB45194,Insecta,NA,,,,,,
GB45195,Insecta,NA,,,,,,
GB45196,NA,NA,,,,,,
GB45197,Insecta,NA,,,,,,
GB45198,NA,NA,,,,,,
GB45199,Insecta,NA,,,,,,
GB45201,NA,NA,,,,,,
GB45202,Insecta,NA,,,,,,
GB45205,NA,NA,,,,,,
GB45207,Insecta,NDEG,,,,,,
GB45208,Insecta,NA,,,,,,
GB45209,NA,NA,,,,,,
GB45211,Insecta,NA,,,,,,
GB45212,Insecta,NA,,,,,,
GB45213,Insecta,NA,,,,,,
GB45214,Insecta,NA,,,,,,
GB45215,Insecta,NA,,,,,,
GB45216,Insecta,NA,,,,,,
GB45218,Insecta,NA,,,,,,
GB45220,Insecta,NA,,,,,,
GB45221,Insecta,NDEG,,,,,,
GB45223,Insecta,NA,,,,,,
GB45224,Hymenoptera,NA,,,,,,
GB45225,Insecta,NDEG,,,,,,
GB45227,Insecta,NA,,,,,,
GB45228,Insecta,NA,,,,,,
GB45229,Insecta,NA,,,,,,
GB45230,Insecta,NA,,,,,,
GB45232,NA,NA,,,,,,
GB45233,NA,NA,,,,,,
GB45235,Insecta,NA,,,,,,
GB45236,NA,NA,,,,,,
GB45237,NA,NA,,,,,,
GB45238,NA,NA,,,,,,
GB45239,Hymenoptera,NA,,,,,,
GB45240,NA,NA,,,,,,
GB45241,NA,NA,,,,,,
GB45242,NA,NA,,,,,,
GB45243,NA,NA,,,,,,
GB45244,NA,NA,,,,,,
GB45246,NA,NA,,,,,,
GB45247,Insecta,NDEG,,,,,,
GB45248,Insecta,NA,,,,,,
GB45249,Hymenoptera,NA,,,,,,
GB45250,Insecta,NA,,,,,,
GB45251,Insecta,NA,,,,,,
GB45252,Insecta,NA,,,,,,
GB45254,Insecta,NDEG,,,,,,
GB45255,Insecta,NA,,,,,,
GB45256,Insecta,NA,,,,,,
GB45257,Insecta,NA,,,,,,
GB45258,Insecta,Q,,,,,,
GB45259,Insecta,NA,,,,,,
GB45260,Insecta,NA,,,,,,
GB45261,Insecta,NDEG,,,,,,
GB45263,Insecta,NDEG,,,,,,
GB45264,Insecta,NA,,,,,,
GB45265,Insecta,NDEG,,,,,,
GB45266,Insecta,NA,,,,,,
GB45267,Insecta,NDEG,,,,,,
GB45269,NA,NA,,,,,,
GB45270,Insecta,NA,,,,,,
GB45271,NA,NA,,,,,,
GB45272,Insecta,NA,,,,,,
GB45273,Insecta,NA,,,,,,
GB45274,Insecta,NA,,,,,,
GB45275,Insecta,NA,,,,,,
GB45277,Insecta,NDEG,,,,,,
GB45278,Insecta,NA,,,,,,
GB45279,Insecta,NA,,,,,,
GB45280,Insecta,NDEG,,,,,,
GB45281,Insecta,NA,,,,,,
GB45282,Insecta,NA,,,,,,
GB45283,Insecta,NA,,,,,,
GB45284,Insecta,NDEG,,,,,,
GB45285,Insecta,NDEG,,,,,,
GB45286,Insecta,NDEG,,,,,,
GB45287,Insecta,NA,,,,,,
GB45288,Insecta,NA,,,,,,
GB45291,NA,NA,,,,,,
GB45292,Insecta,NA,,,,,,
GB45293,Hymenoptera,NA,,,,,,
GB45294,Insecta,NA,,,,,,
GB45295,Insecta,NA,,,,,,
GB45296,Insecta,NA,,,,,,
GB45297,Insecta,NA,,,,,,
GB45298,Insecta,NA,,,,,,
GB45299,NA,NA,,,,,,
GB45300,Insecta,NA,,,,,,
GB45303,Insecta,NDEG,,,,,,
GB45304,Insecta,NA,,,,,,
GB45305,Insecta,NA,,,,,,
GB45306,Insecta,NA,,,,,,
GB45307,Insecta,NDEG,,,,,,
GB45311,NA,NA,,,,,,
GB45312,Insecta,NA,,,,,,
GB45313,Insecta,NA,,,,,,
GB45314,Insecta,NA,,,,,,
GB45315,Insecta,NA,,,,,,
GB45316,Insecta,NA,,,,,,
GB45317,Insecta,NA,,,,,,
GB45318,Insecta,NA,,,,,,
GB45319,NA,NA,,,,,,
GB45320,NA,NA,,,,,,
GB45321,NA,NA,,,,,,
GB45324,Insecta,NA,,,,,,
GB45325,NA,NA,,,,,,
GB45332,NA,NA,,,,,,
GB45334,Insecta,NDEG,,,,,,
GB45335,Insecta,NA,,,,,,
GB45336,Hymenoptera,NA,,,,,,
GB45337,Insecta,NA,,,,,,
GB45339,NA,NA,,,,,,
GB45340,Insecta,NDEG,,,,,,
GB45341,Insecta,NA,,,,,,
GB45342,Insecta,NA,,,,,,
GB45343,Insecta,NA,,,,,,
GB45344,Insecta,NDEG,,,,,,
GB45345,Insecta,NA,,,,,,
GB45348,Insecta,NDEG,,,,,,
GB45349,Insecta,NA,,,,,,
GB45350,Insecta,NA,,,,,,
GB45351,Insecta,NA,,,,,,
GB45352,Hymenoptera,NA,,,,,,
GB45353,NA,NA,,,,,,
GB45354,Insecta,NDEG,,,,,,
GB45355,Insecta,NA,,,,,,
GB45356,Insecta,NA,,,,,,
GB45357,Insecta,NA,,,,,,
GB45358,Insecta,NA,,,,,,
GB45359,Hymenoptera,NA,,,,,,
GB45360,Insecta,NDEG,,,,,,
GB45361,Insecta,NA,,,,,,
GB45362,Insecta,NA,,,,,,
GB45363,Insecta,NA,,,,,,
GB45364,Insecta,NA,,,,,,
GB45365,Insecta,NA,,,,,,
GB45366,Insecta,NA,,,,,,
GB45367,Insecta,NDEG,,,,,,
GB45368,Insecta,NDEG,,,,,,
GB45369,Insecta,NDEG,,,,,,
GB45370,Insecta,NA,,,,,,
GB45371,NA,NA,,,,,,
GB45372,Insecta,NA,,,,,,
GB45373,Insecta,NA,,,,,,
GB45374,Insecta,NA,,,,,,
GB45375,Insecta,NA,,,,,,
GB45376,Insecta,NA,,,,,,
GB45377,Insecta,NDEG,,,,,,
GB45378,Insecta,NA,,,,,,
GB45380,Insecta,NA,,,,,,
GB45381,Insecta,NA,,,,,,
GB45382,Insecta,NA,,,,,,
GB45383,NA,NA,,,,,,
GB45386,NA,NA,,,,,,
GB45387,Insecta,NA,,,,,,
GB45388,Hymenoptera,NA,,,,,,
GB45389,Insecta,NA,,,,,,
GB45390,Hymenoptera,NA,,,,,,
GB45391,Insecta,NA,,,,,,
GB45392,Insecta,NA,,,,,,
GB45393,Insecta,NA,,,,,,
GB45394,Insecta,NA,,,,,,
GB45395,Insecta,NA,,,,,,
GB45396,Hymenoptera,NA,,,,,,
GB45397,Insecta,NA,,,,,,
GB45399,Insecta,NDEG,,,,,,
GB45400,Insecta,NDEG,,,,,,
GB45401,NA,NA,,,,,,
GB45402,NA,NA,,,,,,
GB45403,Insecta,NA,,,,,,
GB45404,Insecta,NDEG,,,,,,
GB45405,Hymenoptera,NA,,,,,,
GB45406,Insecta,NA,,,,,,
GB45408,Insecta,NA,,,,,,
GB45410,NA,NA,,,,,,
GB45411,Hymenoptera,NA,,,,,,
GB45413,Insecta,NA,,,,,,
GB45414,Insecta,NA,,,,,,
GB45415,Insecta,W,,,,,,
GB45416,Insecta,NA,,,,,,
GB45417,Insecta,NDEG,,,,,,
GB45418,Insecta,NA,,,,,,
GB45419,Insecta,NA,,,,,,
GB45420,Insecta,NA,,,,,,
GB45421,Insecta,NA,,,,,,
GB45422,Insecta,NA,,,,,,
GB45423,Insecta,NA,,,,,,
GB45424,Insecta,NA,,,,,,
GB45425,Insecta,NA,,,,,,
GB45426,Insecta,NA,,,,,,
GB45427,Insecta,NA,,,,,,
GB45429,Insecta,NA,,,,,,
GB45430,NA,NA,,,,,,
GB45431,Insecta,NDEG,,,,,,
GB45432,Hymenoptera,NA,,,,,,
GB45433,Insecta,NA,,,,,,
GB45434,Insecta,NA,,,,,,
GB45435,Insecta,NA,,,,,,
GB45436,Insecta,NA,,,,,,
GB45437,Insecta,NA,,,,,,
GB45438,NA,NA,,,,,,
GB45439,NA,NA,,,,,,
GB45440,Insecta,NA,,,,,,
GB45441,Insecta,NA,,,,,,
GB45442,Hymenoptera,NA,,,,,,
GB45443,Insecta,NA,,,,,,
GB45444,Insecta,NA,,,,,,
GB45445,Insecta,NA,,,,,,
GB45446,Insecta,NA,,,,,,
GB45448,NA,NA,,,,,,
GB45449,Insecta,NA,,,,,,
GB45450,Hymenoptera,NA,,,,,,
GB45451,Insecta,NA,,,,,,
GB45452,Insecta,NA,,,,,,
GB45453,Insecta,NA,,,,,,
GB45454,Insecta,NA,,,,,,
GB45455,Hymenoptera,NA,,,,,,
GB45456,Insecta,NA,,,,,,
GB45457,Insecta,NA,,,,,,
GB45458,Insecta,NA,,,,,,
GB45459,Insecta,NA,,,,,,
GB45460,NA,NA,,,,,,
GB45462,Insecta,NA,,,,,,
GB45463,Insecta,NA,,,,,,
GB45464,Hymenoptera,NA,,,,,,
GB45466,Hymenoptera,NA,,,,,,
GB45467,NA,NA,,,,,,
GB45468,NA,NA,,,,,,
GB45469,Hymenoptera,NA,,,,,,
GB45471,NA,NA,,,,,,
GB45472,Hymenoptera,NA,,,,,,
GB45474,Insecta,NA,,,,,,
GB45476,Insecta,NA,,,,,,
GB45477,Insecta,NA,,,,,,
GB45478,Insecta,NA,,,,,,
GB45479,Insecta,NA,,,,,,
GB45486,Insecta,NA,,,,,,
GB45487,Insecta,NA,,,,,,
GB45490,Insecta,NDEG,,,,,,
GB45491,Insecta,NA,,,,,,
GB45492,Insecta,NA,,,,,,
GB45493,Insecta,NA,,,,,,
GB45495,Insecta,NDEG,,,,,,
GB45497,Insecta,NDEG,,,,,,
GB45498,Insecta,NA,,,,,,
GB45499,Insecta,NDEG,,,,,,
GB45500,Hymenoptera,NA,,,,,,
GB45501,Insecta,NA,,,,,,
GB45502,Hymenoptera,NA,,,,,,
GB45503,Insecta,NA,,,,,,
GB45504,Insecta,NA,,,,,,
GB45505,Insecta,NA,,,,,,
GB45507,Insecta,NA,,,,,,
GB45508,Insecta,NA,,,,,,
GB45509,Insecta,NA,,,,,,
GB45510,Insecta,NA,,,,,,
GB45511,Insecta,NA,,,,,,
GB45512,Insecta,NDEG,,,,,,
GB45513,Apoidea,NA,,,,,,
GB45514,Insecta,NA,,,,,,
GB45515,Insecta,NA,,,,,,
GB45516,NA,NA,,,,,,
GB45517,Insecta,NDEG,,,,,,
GB45518,Insecta,NA,,,,,,
GB45521,NA,NA,,,,,,
GB45523,Insecta,NA,,,,,,
GB45525,Hymenoptera,NA,,,,,,
GB45526,Insecta,NDEG,,,,,,
GB45527,Insecta,NA,,,,,,
GB45528,Insecta,NA,,,,,,
GB45529,NA,NA,,,,,,
GB45530,Insecta,NA,,,,,,
GB45532,Insecta,NA,,,,,,
GB45534,Insecta,NA,,,,,,
GB45535,Insecta,NA,,,,,,
GB45536,Insecta,NA,,,,,,
GB45537,Insecta,NDEG,,,,,,
GB45538,Insecta,NA,,,,,,
GB45540,Insecta,NA,,,,,,
GB45541,NA,NA,,,,,,
GB45542,Insecta,NA,,,,,,
GB45543,Insecta,NA,,,,,,
GB45544,Insecta,NA,,,,,,
GB45545,Insecta,NA,,,,,,
GB45546,Insecta,NA,,,,,,
GB45547,Insecta,NA,,,,,,
GB45548,Insecta,NA,,,,,,
GB45549,Insecta,NA,,,,,,
GB45551,Insecta,NA,,,,,,
GB45552,Hymenoptera,NA,,,,,,
GB45553,Insecta,NA,,,,,,
GB45554,Insecta,NA,,,,,,
GB45555,Insecta,NA,,,,,,
GB45557,Insecta,NA,,,,,,
GB45558,Insecta,NDEG,,,,,,
GB45559,Hymenoptera,NA,,,,,,
GB45560,Insecta,NA,,,,,,
GB45561,Insecta,NA,,,,,,
GB45562,Insecta,NA,,,,,,
GB45563,NA,NA,,,,,,
GB45564,Hymenoptera,NA,,,,,,
GB45565,Insecta,NA,,,,,,
GB45566,Insecta,NA,,,,,,
GB45567,Insecta,NA,,,,,,
GB45568,Insecta,NA,,,,,,
GB45569,Insecta,NA,,,,,,
GB45581,Insecta,NA,,,,,,
GB45582,Insecta,NDEG,,,,,,
GB45583,Insecta,NA,,,,,,
GB45593,Insecta,NA,,,,,,
GB45594,NA,NA,,,,,,
GB45595,NA,NA,,,,,,
GB45596,Insecta,NDEG,,,,,,
GB45597,Insecta,NA,,,,,,
GB45602,Insecta,NA,,,,,,
GB45608,NA,NA,,,,,,
GB45609,Insecta,NA,,,,,,
GB45610,Insecta,NA,,,,,,
GB45611,NA,NA,,,,,,
GB45612,Insecta,NA,,,,,,
GB45613,Insecta,NA,,,,,,
GB45615,Insecta,NA,,,,,,
GB45616,Hymenoptera,NA,,,,,,
GB45617,Hymenoptera,NDEG,,,,,,
GB45618,Insecta,NA,,,,,,
GB45619,NA,NA,,,,,,
GB45622,NA,NA,,,,,,
GB45623,Insecta,NA,,,,,,
GB45624,Insecta,NA,,,,,,
GB45625,Apoidea,NA,,,,,,
GB45626,NA,NA,,,,,,
GB45627,Insecta,NA,,,,,,
GB45628,Insecta,NA,,,,,,
GB45629,Insecta,NA,,,,,,
GB45632,Insecta,NA,,,,,,
GB45633,Insecta,NA,,,,,,
GB45634,Insecta,NA,,,,,,
GB45635,Insecta,NA,,,,,,
GB45636,Insecta,NA,,,,,,
GB45638,Insecta,NA,,,,,,
GB45639,Insecta,NA,,,,,,
GB45640,Insecta,NA,,,,,,
GB45642,NA,NA,,,,,,
GB45644,NA,NA,,,,,,
GB45645,Insecta,NA,,,,,,
GB45646,Insecta,NA,,,,,,
GB45648,Insecta,NA,,,,,,
GB45649,Insecta,NA,,,,,,
GB45651,Insecta,NA,,,,,,
GB45652,NA,NA,,,,,,
GB45653,Insecta,NA,,,,,,
GB45654,Insecta,NDEG,,,,,,
GB45655,Insecta,NA,,,,,,
GB45656,Insecta,NA,,,,,,
GB45657,Insecta,NDEG,,,,,,
GB45658,Insecta,NA,,,,,,
GB45659,Hymenoptera,NA,,,,,,
GB45660,Insecta,NA,,,,,,
GB45661,Insecta,NA,,,,,,
GB45662,Insecta,NA,,,,,,
GB45663,Insecta,NA,,,,,,
GB45664,Insecta,NA,,,,,,
GB45665,Insecta,NA,,,,,,
GB45666,Insecta,NA,,,,,,
GB45667,Insecta,NA,,,,,,
GB45670,Insecta,NDEG,,,,,,
GB45673,Insecta,NA,,,,,,
GB45674,Insecta,NA,,,,,,
GB45675,NA,NA,,,,,,
GB45676,NA,NA,,,,,,
GB45678,Insecta,NA,,,,,,
GB45679,Insecta,NA,,,,,,
GB45680,Insecta,NA,,,,,,
GB45681,Insecta,NA,,,,,,
GB45682,Insecta,NA,,,,,,
GB45683,Insecta,NA,,,,,,
GB45684,Insecta,NA,,,,,,
GB45685,Insecta,NA,,,,,,
GB45686,Insecta,NA,,,,,,
GB45688,Insecta,NDEG,,,,,,
GB45689,Insecta,NA,,,,,,
GB45690,Insecta,NDEG,,,,,,
GB45691,Insecta,NA,,,,,,
GB45692,Insecta,NA,,,,,,
GB45693,Insecta,NA,,,,,,
GB45694,Insecta,NA,,,,,,
GB45695,Insecta,NA,,,,,,
GB45696,Insecta,NA,,,,,,
GB45697,Insecta,NA,,,,,,
GB45698,Insecta,NA,,,,,,
GB45699,Insecta,NA,,,,,,
GB45700,Insecta,Q,,,,,,
GB45701,Insecta,NA,,,,,,
GB45702,Insecta,NDEG,,,,,,
GB45703,Insecta,NA,,,,,,
GB45704,Insecta,NA,,,,,,
GB45706,NA,NA,,,,,,
GB45709,Insecta,NA,,,,,,
GB45710,Hymenoptera,NA,,,,,,
GB45711,NA,NA,,,,,,
GB45712,Insecta,NA,,,,,,
GB45713,Hymenoptera,NA,,,,,,
GB45715,Insecta,NA,,,,,,
GB45716,Insecta,NDEG,,,,,,
GB45717,Insecta,NA,,,,,,
GB45718,NA,NA,,,,,,
GB45719,Insecta,NA,,,,,,
GB45720,Insecta,Q,,,,,,
GB45721,NA,NA,,,,,,
GB45722,Insecta,NA,,,,,,
GB45724,Insecta,NA,,,,,,
GB45725,NA,NA,,,,,,
GB45726,Insecta,NA,,,,,,
GB45727,Insecta,NA,,,,,,
GB45728,Insecta,NA,,,,,,
GB45730,Insecta,NDEG,,,,,,
GB45731,Insecta,NA,,,,,,
GB45732,Insecta,NA,,,,,,
GB45733,Insecta,NA,,,,,,
GB45734,Insecta,NA,,,,,,
GB45735,Insecta,NA,,,,,,
GB45736,Insecta,NDEG,,,,,,
GB45737,Insecta,NA,,,,,,
GB45738,Insecta,NDEG,,,,,,
GB45739,Insecta,NDEG,,,,,,
GB45740,Insecta,NA,,,,,,
GB45741,Insecta,NA,,,,,,
GB45742,Insecta,NA,,,,,,
GB45748,Insecta,NA,,,,,,
GB45749,Insecta,NA,,,,,,
GB45750,NA,NA,,,,,,
GB45751,NA,NA,,,,,,
GB45753,Insecta,NA,,,,,,
GB45754,NA,NA,,,,,,
GB45755,Insecta,NDEG,,,,,,
GB45756,Hymenoptera,NA,,,,,,
GB45757,Insecta,NA,,,,,,
GB45758,Insecta,NDEG,,,,,,
GB45759,Insecta,NA,,,,,,
GB45760,Insecta,NA,,,,,,
GB45761,Insecta,NDEG,,,,,,
GB45762,Insecta,NA,,,,,,
GB45763,Hymenoptera,NDEG,,,,,,
GB45764,Insecta,NA,,,,,,
GB45765,NA,NA,,,,,,
GB45766,NA,NA,,,,,,
GB45767,NA,NA,,,,,,
GB45768,NA,NA,,,,,,
GB45769,NA,NA,,,,,,
GB45770,NA,NA,,,,,,
GB45771,NA,NA,,,,,,
GB45772,NA,NA,,,,,,
GB45773,NA,NA,,,,,,
GB45774,Insecta,NA,,,,,,
GB45775,Insecta,NA,,,,,,
GB45776,Hymenoptera,NA,,,,,,
GB45777,Insecta,NA,,,,,,
GB45778,Hymenoptera,NA,,,,,,
GB45784,NA,NA,,,,,,
GB45785,NA,NA,,,,,,
GB45786,NA,NA,,,,,,
GB45787,Insecta,NA,,,,,,
GB45788,Insecta,NA,,,,,,
GB45791,NA,NA,,,,,,
GB45793,NA,NA,,,,,,
GB45794,Insecta,NA,,,,,,
GB45795,Insecta,NA,,,,,,
GB45806,Insecta,NA,,,,,,
GB45807,NA,NA,,,,,,
GB45809,Insecta,NA,,,,,,
GB45810,Insecta,NA,,,,,,
GB45811,Insecta,NA,,,,,,
GB45812,Insecta,NA,,,,,,
GB45813,Insecta,NA,,,,,,
GB45814,Insecta,NA,,,,,,
GB45815,Insecta,NA,,,,,,
GB45817,Hymenoptera,NA,,,,,,
GB45818,Insecta,NA,,,,,,
GB45819,Hymenoptera,NA,,,,,,
GB45820,Insecta,NA,,,,,,
GB45821,Insecta,NA,,,,,,
GB45822,Insecta,NA,,,,,,
GB45823,Insecta,NA,,,,,,
GB45824,Insecta,NA,,,,,,
GB45825,Insecta,NA,,,,,,
GB45826,Insecta,NA,,,,,,
GB45827,Insecta,NA,,,,,,
GB45828,Insecta,NA,,,,,,
GB45829,Insecta,NDEG,,,,,,
GB45830,Insecta,NA,,,,,,
GB45831,Insecta,NDEG,,,,,,
GB45832,Hymenoptera,NA,,,,,,
GB45833,Insecta,NA,,,,,,
GB45834,Hymenoptera,NA,,,,,,
GB45836,Insecta,NA,,,,,,
GB45837,Insecta,NA,,,,,,
GB45838,Apoidea,NDEG,,,,,,
GB45839,Hymenoptera,NA,,,,,,
GB45840,NA,NA,,,,,,
GB45841,Insecta,NA,,,,,,
GB45842,Insecta,NA,,,,,,
GB45843,Insecta,NA,,,,,,
GB45844,Insecta,NA,,,,,,
GB45845,NA,NA,,,,,,
GB45846,NA,NA,,,,,,
GB45847,Hymenoptera,NA,,,,,,
GB45848,Insecta,NA,,,,,,
GB45850,Insecta,NA,,,,,,
GB45851,Insecta,NDEG,,,,,,
GB45852,Insecta,NA,,,,,,
GB45853,Hymenoptera,NA,,,,,,
GB45854,Insecta,NA,,,,,,
GB45855,Insecta,NA,,,,,,
GB45856,Insecta,NA,,,,,,
GB45857,NA,NA,,,,,,
GB45859,Insecta,NA,,,,,,
GB45860,Insecta,NDEG,,,,,,
GB45861,Apoidea,NA,,,,,,
GB45862,Insecta,NA,,,,,,
GB45863,Insecta,NA,,,,,,
GB45864,Insecta,NDEG,,,,,,
GB45865,Insecta,NA,,,,,,
GB45866,Insecta,NDEG,,,,,,
GB45867,Insecta,NA,,,,,,
GB45868,Insecta,NA,,,,,,
GB45869,Hymenoptera,NA,,,,,,
GB45870,Hymenoptera,NA,,,,,,
GB45871,Insecta,NA,,,,,,
GB45872,Insecta,NA,,,,,,
GB45873,Insecta,NA,,,,,,
GB45874,Hymenoptera,NA,,,,,,
GB45875,Insecta,NA,,,,,,
GB45876,Insecta,NA,,,,,,
GB45877,Insecta,NA,,,,,,
GB45878,Insecta,NA,,,,,,
GB45879,Insecta,NA,,,,,,
GB45880,Insecta,NA,,,,,,
GB45881,Insecta,NA,,,,,,
GB45882,Insecta,NA,,,,,,
GB45883,Insecta,NA,,,,,,
GB45884,Insecta,NDEG,,,,,,
GB45885,Apoidea,NA,,,,,,
GB45886,Insecta,NA,,,,,,
GB45887,Insecta,NA,,,,,,
GB45896,NA,NA,,,,,,
GB45897,NA,NA,,,,,,
GB45898,NA,NA,,,,,,
GB45899,NA,NA,,,,,,
GB45902,Insecta,NA,,,,,,
GB45905,Insecta,NA,,,,,,
GB45906,Insecta,NDEG,,,,,,
GB45907,Insecta,NDEG,,,,,,
GB45908,Insecta,NA,,,,,,
GB45909,Insecta,NDEG,,,,,,
GB45910,Insecta,NDEG,,,,,,
GB45912,Insecta,W,,,,,,
GB45913,Insecta,NDEG,,,,,,
GB45918,Apis,NA,,,,,,
GB45919,Insecta,NA,,,,,,
GB45923,Insecta,NDEG,,,,,,
GB45924,Insecta,NA,,,,,,
GB45925,Insecta,NA,,,,,,
GB45926,Insecta,NA,,,,,,
GB45927,Insecta,NA,,,,,,
GB45928,NA,NA,,,,,,
GB45929,Insecta,NA,,,,,,
GB45932,Hymenoptera,NA,,,,,,
GB45933,Insecta,NA,,,,,,
GB45934,Insecta,NA,,,,,,
GB45935,Insecta,NDEG,,,,,,
GB45937,Insecta,NA,,,,,,
GB45938,Insecta,NA,,,,,,
GB45939,Insecta,NA,,,,,,
GB45940,Hymenoptera,NA,,,,,,
GB45941,Hymenoptera,NA,,,,,,
GB45942,NA,NA,,,,,,
GB45943,Hymenoptera,NDEG,,,,,,
GB45944,Insecta,NDEG,,,,,,
GB45945,Insecta,NA,,,,,,
GB45946,Insecta,NA,,,,,,
GB45947,Insecta,NA,,,,,,
GB45948,Insecta,NA,,,,,,
GB45949,Insecta,NA,,,,,,
GB45950,Insecta,NDEG,,,,,,
GB45951,Insecta,NDEG,,,,,,
GB45952,Insecta,NA,,,,,,
GB45953,NA,NA,,,,,,
GB45954,Apoidea,NA,,,,,,
GB45955,Insecta,NDEG,,,,,,
GB45956,Insecta,NDEG,,,,,,
GB45957,Insecta,NDEG,,,,,,
GB45958,Insecta,NDEG,,,,,,
GB45961,Insecta,NA,,,,,,
GB45962,NA,NA,,,,,,
GB45967,Insecta,NA,,,,,,
GB45968,Insecta,NDEG,,,,,,
GB45969,Insecta,NA,,,,,,
GB45970,Insecta,NA,,,,,,
GB45971,Insecta,NA,,,,,,
GB45972,Insecta,NDEG,,,,,,
GB45973,Insecta,NDEG,,,,,,
GB45974,Hymenoptera,NA,,,,,,
GB45975,Insecta,NA,,,,,,
GB45976,Insecta,NA,,,,,,
GB45977,Insecta,NA,,,,,,
GB45978,Insecta,NA,,,,,,
GB45979,NA,NA,,,,,,
GB45981,NA,NA,,,,,,
GB45982,Insecta,NA,,,,,,
GB45983,Hymenoptera,NA,,,,,,
GB45984,NA,NA,,,,,,
GB45986,Insecta,NA,,,,,,
GB45988,Insecta,NA,,,,,,
GB45991,NA,NA,,,,,,
GB45992,NA,NA,,,,,,
GB45995,NA,NA,,,,,,
GB45996,NA,NA,,,,,,
GB45998,Apoidea,NA,,,,,,
GB45999,Insecta,NA,,,,,,
GB46000,Insecta,NA,,,,,,
GB46001,Insecta,NA,,,,,,
GB46002,NA,NA,,,,,,
GB46004,Apoidea,NA,,,,,,
GB46005,Insecta,NA,,,,,,
GB46006,Insecta,NDEG,,,,,,
GB46007,Insecta,NA,,,,,,
GB46008,Insecta,NA,,,,,,
GB46011,Insecta,NA,,,,,,
GB46012,Insecta,NA,,,,,,
GB46013,Insecta,NA,,,,,,
GB46014,Insecta,NDEG,,,,,,
GB46015,Insecta,NA,,,,,,
GB46016,Insecta,NA,,,,,,
GB46017,Insecta,NA,,,,,,
GB46018,Hymenoptera,NA,,,,,,
GB46019,Insecta,NA,,,,,,
GB46022,Insecta,NA,,,,,,
GB46023,Hymenoptera,NA,,,,,,
GB46024,Insecta,NA,,,,,,
GB46026,Insecta,NDEG,,,,,,
GB46027,Insecta,NA,,,,,,
GB46028,Insecta,NA,,,,,,
GB46029,Hymenoptera,NA,,,,,,
GB46030,Insecta,NA,,,,,,
GB46031,Insecta,NA,,,,,,
