bt,am,evalue
XP_003402484.1,XP_012174088.1,0.0
XP_003402485.1,XP_003402485.1,0.0
XP_003402487.1,XP_003402487.1,0.0
XP_003402488.1,XP_003402488.1,4e-112
XP_003402489.1,XP_003402489.1,0.0
XP_003402491.1,XP_012174097.1,0.0
XP_003402492.1,XP_003402492.1,1e-136
XP_003402493.1,XP_003402493.1,0.0
XP_003402495.1,XP_003402495.1,0.0
XP_003402496.1,XP_003402496.1,0.0
XP_003402497.1,XP_012174036.1,0.0
XP_003402499.1,XP_003402499.1,6e-53
XP_003402500.2,XP_003402500.2,5e-149
XP_003402502.1,XP_003402502.1,0.0
XP_003402503.1,XP_003402503.1,0.0
XP_003402506.1,XP_012174117.1,0.0
XP_003402508.2,XP_003402508.2,0.0
XP_003402511.2,XP_003402511.2,0.0
XP_003402512.1,XP_003402512.1,0.0
XP_003402513.2,XP_003402513.2,1e-97
XP_003402514.1,XP_003402514.1,0.0
XP_003402515.1,XP_003402515.1,1e-103
XP_003402516.1,XP_003402516.1,4e-101
XP_003402519.2,XP_003402519.2,0.0
XP_003402520.1,XP_003402520.1,1e-171
XP_003402522.2,XP_003402522.2,0.0
XP_003402523.2,XP_003402523.2,0.0
XP_003402524.2,XP_003402524.2,0.0
XP_003402525.1,XP_012174220.1,0.0
XP_003402526.2,XP_003402526.2,0.0
XP_003402527.1,XP_003402527.1,1e-134
XP_003402528.1,XP_003402528.1,0.0
XP_003402529.2,XP_012164341.1,0.0
XP_003402531.2,XP_003402531.2,0.0
XP_003402532.1,XP_003402532.1,0.0
XP_003402533.1,XP_003402533.1,0.0
XP_003402534.1,XP_003402534.1,0.0
XP_003402535.2,XP_003402535.2,0.0
XP_003402539.1,XP_003402539.1,0.0
XP_003402540.1,XP_003402540.1,0.0
XP_003402543.1,XP_003402543.1,0.0
XP_003402544.1,XP_003402544.1,7e-114
XP_003402545.1,XP_003402545.1,0.0
XP_003402547.2,XP_003402547.2,0.0
XP_003402548.1,XP_003402548.1,0.0
XP_003402549.2,XP_003402549.2,0.0
XP_003402550.2,XP_003402550.2,0.0
XP_003402552.1,XP_003402552.1,1e-170
XP_003402554.1,XP_003402554.1,0.0
XP_003402558.1,XP_003402558.1,5e-154
XP_003402559.1,XP_003402559.1,0.0
XP_003402560.1,XP_003402560.1,2e-120
XP_003402561.1,XP_003402561.1,9e-156
XP_003402562.1,XP_003402562.1,0.0
XP_003402563.1,XP_003402563.1,0.0
XP_003402564.1,XP_003402564.1,0.0
XP_003402565.1,XP_003402565.1,2e-131
XP_003402566.2,XP_003402566.2,1e-162
XP_003402567.2,XP_003402567.2,4e-109
XP_003402568.1,XP_003402568.1,0.0
XP_003402569.2,XP_003402569.2,0.0
XP_003402571.2,XP_003402571.2,1e-145
XP_003402573.2,XP_003402573.2,0.0
XP_003402574.1,XP_003402574.1,0.0
XP_003402575.2,XP_003402575.2,0.0
XP_003402576.1,XP_003402576.1,0.0
XP_003402577.1,XP_012174265.1,0.0
XP_003402578.1,XP_003402578.1,0.0
XP_003402580.1,XP_012174268.1,0.0
XP_003402581.1,XP_003402581.1,8e-135
XP_003402583.1,XP_003402583.1,0.0
XP_003402584.1,XP_003402584.1,8e-151
XP_003402586.1,XP_012174278.1,7e-164
XP_003402587.2,XP_003402587.2,0.0
XP_003402589.1,XP_003402589.1,4e-122
XP_003402590.1,XP_003402590.1,0.0
XP_003402591.1,XP_012174283.1,8e-96
XP_003402594.2,XP_003402594.2,0.0
XP_003402595.2,XP_003402595.2,0.0
XP_003402597.2,XP_003402597.2,0.0
XP_003402602.1,XP_003402602.1,0.0
XP_003402605.1,XP_003402605.1,0.0
XP_003402607.1,XP_003402607.1,0.0
XP_003402610.1,XP_003402610.1,2e-153
XP_003402612.1,XP_003402612.1,0.0
XP_003402613.2,XP_003402613.2,0.0
XP_003402614.1,XP_003402614.1,0.0
XP_003402618.1,XP_003402618.1,0.0
XP_003402619.1,XP_003402619.1,4e-130
XP_003402622.1,XP_003402622.1,4e-129
XP_003402623.1,XP_003402623.1,0.0
XP_003402626.1,XP_003402626.1,0.0
XP_003402628.1,XP_012174364.1,0.0
XP_003402629.1,XP_003402629.1,0.0
XP_003402630.1,XP_003402630.1,0.0
XP_003402631.2,XP_003402631.2,0.0
XP_003402633.1,XP_003402633.1,0.0
XP_003402634.1,XP_003402634.1,0.0
XP_003402635.1,XP_003402635.1,6e-47
XP_003402636.1,XP_003402636.1,0.0
XP_003402638.1,XP_003402638.1,0.0
XP_003402640.1,XP_003402640.1,8e-148
XP_003402641.1,XP_003402641.1,3e-120
XP_003402642.1,XP_003402642.1,0.0
XP_003402643.2,XP_003402643.2,0.0
XP_003402644.1,XP_003402644.1,4e-150
XP_003402646.1,XP_003402646.1,0.0
XP_003402651.1,XP_003402651.1,0.0
XP_003402652.1,XP_003402652.1,1e-140
XP_003402654.1,XP_003402654.1,0.0
XP_003402655.1,XP_003402655.1,2e-180
XP_003402656.1,XP_003402656.1,8e-107
XP_003402657.1,XP_003402657.1,0.0
XP_003402661.1,XP_003402661.1,0.0
XP_003402662.1,XP_003402662.1,0.0
XP_003402665.1,XP_003402665.1,0.0
XP_003402666.1,XP_003402666.1,6e-144
XP_003402667.1,XP_003402667.1,0.0
XP_003402669.1,XP_003402669.1,0.0
XP_003402670.1,XP_012174332.1,8e-100
XP_003402671.1,XP_012174336.1,0.0
XP_003402672.1,XP_003402672.1,0.0
XP_003402674.1,XP_003402674.1,0.0
XP_003402675.1,XP_003402675.1,0.0
XP_003402676.1,XP_012174339.1,0.0
XP_003402677.1,XP_003402677.1,0.0
XP_003402681.1,XP_003402681.1,0.0
XP_003402684.1,XP_012174351.1,1e-178
XP_003402685.1,XP_003402685.1,0.0
XP_003402686.2,XP_003402686.2,7e-85
XP_003402687.1,XP_003402687.1,0.0
XP_003402688.1,XP_003402688.1,0.0
XP_003402692.1,XP_012174393.1,0.0
XP_003402694.1,XP_003402694.1,0.0
XP_003402699.1,XP_012174414.1,0.0
XP_003402700.1,XP_012174414.1,0.0
XP_003402702.1,XP_012174464.1,0.0
XP_003402703.1,XP_003402703.1,0.0
XP_003402705.1,XP_003402705.1,0.0
XP_003402706.1,XP_003402706.1,0.0
XP_003402708.1,XP_012174474.1,0.0
XP_003402709.1,XP_003402709.1,5e-178
XP_003402712.1,XP_012174476.1,2e-143
XP_003402713.1,XP_003402713.1,0.0
XP_003402715.1,XP_003402715.1,0.0
XP_003402716.1,XP_003402716.1,0.0
XP_003402717.1,XP_003402717.1,0.0
XP_003402719.1,XP_003402719.1,2e-51
XP_003402722.1,XP_003402722.1,0.0
XP_003402724.1,XP_012174486.1,7e-178
XP_003402725.1,XP_003402725.1,0.0
XP_003402726.1,XP_003402726.1,0.0
XP_003402727.1,XP_012174426.1,0.0
XP_003402728.1,XP_003402728.1,0.0
XP_003402729.2,XP_003402729.2,0.0
XP_003402730.1,XP_012174504.1,2e-74
XP_003402731.1,XP_012174504.1,2e-74
XP_003402732.1,XP_003402732.1,3e-132
XP_003402733.1,XP_003402733.1,0.0
XP_003402734.1,XP_003402734.1,0.0
XP_003402736.1,XP_003402736.1,0.0
XP_003402738.1,XP_012174508.1,0.0
XP_003402739.1,XP_012174508.1,0.0
XP_003402741.1,XP_003402741.1,0.0
XP_003402742.1,XP_003402742.1,0.0
XP_003402743.1,XP_003402744.1,8e-174
XP_003402744.1,XP_003402744.1,8e-174
XP_003402748.1,XP_003402748.1,0.0
XP_003402753.1,XP_003402753.1,0.0
XP_003402756.1,XP_003402756.1,0.0
XP_003402757.1,XP_003402757.1,0.0
XP_003402758.1,XP_003402758.1,8e-124
XP_003402760.1,XP_003402760.1,0.0
XP_003402761.1,XP_003402761.1,0.0
XP_003402763.1,XP_003402763.1,0.0
XP_003402764.1,XP_012174434.1,0.0
XP_003402765.1,XP_012174434.1,0.0
XP_003402767.1,XP_012174439.1,0.0
XP_003402770.1,XP_003402770.1,0.0
XP_003402771.1,XP_003402771.1,3e-71
XP_003402772.1,XP_012174448.1,0.0
XP_003402774.1,XP_003402774.1,0.0
XP_003402775.1,XP_003402775.1,0.0
XP_003402776.1,XP_012174422.1,0.0
XP_003402777.1,XP_003402777.1,0.0
XP_003402778.1,XP_003402778.1,0.0
XP_003402779.1,XP_003402779.1,0.0
XP_003402780.1,XP_003402780.1,0.0
XP_003402782.1,XP_003402782.1,0.0
XP_003402784.1,XP_012174455.1,1e-160
XP_003402786.1,XP_003402786.1,0.0
XP_003402787.1,XP_003402787.1,0.0
XP_003402788.1,XP_003402788.1,0.0
XP_003402789.1,XP_003402789.1,0.0
XP_003402790.1,XP_003402790.1,3e-178
XP_003402791.1,XP_003402791.1,4e-172
XP_003402792.1,XP_003402792.1,1e-96
XP_003402795.1,XP_003402795.1,4e-176
XP_003402796.1,XP_003402796.1,3e-162
XP_003402797.1,XP_003402797.1,0.0
XP_003402800.2,XP_003402800.2,0.0
XP_003402802.1,XP_003402802.1,0.0
XP_003402807.2,XP_003402807.2,0.0
XP_003402808.1,XP_003402808.1,0.0
XP_003402809.1,XP_003402809.1,0.0
XP_003402810.1,XP_003402810.1,0.0
XP_003402812.1,XP_012174641.1,0.0
XP_003402816.1,XP_012174653.1,0.0
XP_003402818.1,XP_003402818.1,5e-109
XP_003402819.1,XP_003402819.1,1e-148
XP_003402820.1,XP_003402820.1,0.0
XP_003402821.1,XP_003402821.1,0.0
XP_003402822.1,XP_012174665.1,0.0
XP_003402823.1,XP_003402823.1,0.0
XP_003402824.1,XP_003402824.1,0.0
XP_003402825.1,XP_003402825.1,5e-70
XP_003402828.1,XP_003402828.1,6e-152
XP_003402832.1,XP_012174679.1,0.0
XP_003402833.1,XP_012174674.1,0.0
XP_003402836.1,XP_003402836.1,3e-142
XP_003402838.1,XP_003402838.1,0.0
XP_003402842.1,XP_003402842.1,0.0
XP_003402849.1,XP_003402849.1,0.0
XP_003402850.1,XP_003402850.1,0.0
XP_003402851.1,XP_003402851.1,0.0
XP_003402852.1,XP_012174567.1,0.0
XP_003402853.1,XP_003402853.1,6e-134
XP_003402856.1,XP_003402856.1,0.0
XP_003402859.1,XP_003402859.1,0.0
XP_003402862.1,XP_003402862.1,0.0
XP_003402863.1,XP_003402863.1,0.0
XP_003402864.1,XP_003402864.1,0.0
XP_003402865.1,XP_003402865.1,0.0
XP_003402866.1,XP_012174580.1,0.0
XP_003402867.1,XP_003402867.1,0.0
XP_003402869.1,XP_003402869.1,0.0
XP_003402870.1,XP_003402870.1,0.0
XP_003402871.1,XP_012174604.1,4e-138
XP_003402872.1,XP_012174598.1,2e-142
XP_003402874.1,XP_012174620.1,0.0
XP_003402876.1,XP_003402876.1,7e-139
XP_003402877.1,XP_003402877.1,0.0
XP_003402878.1,XP_003402878.1,2e-119
XP_003402879.1,XP_003402879.1,9e-127
XP_003402880.1,XP_003402880.1,0.0
XP_003402881.1,XP_012174638.1,0.0
XP_003402882.1,XP_003402882.1,2e-59
XP_003402883.2,XP_003402883.2,0.0
XP_003402884.1,XP_003402884.1,0.0
XP_003402886.1,XP_003402886.1,0.0
XP_003402887.1,XP_012174757.1,0.0
XP_003402888.1,XP_003402888.1,0.0
XP_003402889.2,XP_003402889.2,0.0
XP_003402890.1,XP_003402890.1,0.0
XP_003402891.1,XP_003402891.1,0.0
XP_003402892.1,XP_003402892.1,0.0
XP_003402893.1,XP_012174770.1,0.0
XP_003402894.1,XP_003402894.1,0.0
XP_003402897.1,XP_003402897.1,4e-176
XP_003402899.1,XP_003402899.1,2e-97
XP_003402900.1,XP_003402900.1,0.0
XP_003402901.2,XP_012174284.1,0.0
XP_003402903.1,XP_003402903.1,0.0
XP_003402904.1,XP_003402904.1,0.0
XP_003402905.1,XP_003402905.1,0.0
XP_003402906.1,XP_003402906.1,0.0
XP_003402908.1,XP_012174796.1,0.0
XP_003402909.2,XP_003402909.2,0.0
XP_003402913.1,XP_003402913.1,0.0
XP_003402914.1,XP_003402914.1,0.0
XP_003402915.1,XP_003402915.1,0.0
XP_003402916.2,XP_003402916.2,0.0
XP_003402917.1,XP_012174723.1,0.0
XP_003402918.1,XP_003402918.1,1e-154
XP_003402919.1,XP_003402919.1,0.0
XP_003402921.2,XP_003402921.2,0.0
XP_003402922.1,XP_003402922.1,0.0
XP_003402924.1,XP_003402924.1,0.0
XP_003402925.1,XP_003402925.1,0.0
XP_003402928.1,XP_003402928.1,0.0
XP_003402930.1,XP_012174702.1,0.0
XP_003402931.1,XP_003402931.1,0.0
XP_003402935.1,XP_003402935.1,0.0
XP_003402940.1,XP_003402940.1,0.0
XP_003402944.1,XP_012174714.1,0.0
XP_003402949.1,XP_003402949.1,0.0
XP_003402950.1,XP_003402950.1,1e-173
XP_003402951.1,XP_003402951.1,0.0
XP_003402952.1,XP_003402952.1,2e-165
XP_003402955.1,XP_003402955.1,0.0
XP_003402956.1,XP_003402956.1,0.0
XP_003402957.1,XP_003402957.1,0.0
XP_003402961.1,XP_003402961.1,0.0
XP_003402963.1,XP_003402963.1,1e-57
XP_003402966.1,XP_003402966.1,0.0
XP_003402967.2,XP_003402967.2,3e-103
XP_003402969.1,XP_003402969.1,7e-174
XP_003402970.1,XP_003402970.1,3e-176
XP_003402972.1,XP_003402972.1,0.0
XP_003402973.1,XP_003402973.1,9e-88
XP_003402974.1,XP_003402974.1,1e-130
XP_003402975.1,XP_003402975.1,0.0
XP_003402976.1,XP_003402976.1,2e-138
XP_003402977.1,XP_003402977.1,8e-169
XP_003402980.1,XP_003402980.1,2e-113
XP_003402983.1,XP_012174747.1,0.0
XP_003402984.1,XP_003402984.1,0.0
XP_003402986.1,XP_003402986.1,0.0
XP_003402987.1,XP_003402986.1,0.0
XP_003402988.1,XP_003402986.1,0.0
XP_003402989.1,XP_003402989.1,3e-45
XP_003402990.1,XP_003402990.1,5e-71
XP_003402991.2,XP_003402991.2,2e-178
XP_003402992.1,XP_003402992.1,6e-158
XP_003402993.1,XP_003402993.1,0.0
XP_003402994.2,XP_003402994.2,0.0
XP_003402996.2,XP_003402996.2,0.0
XP_003402998.2,XP_003402998.2,0.0
XP_003403001.2,XP_003403001.2,9e-129
XP_003403002.2,XP_003403002.2,0.0
XP_003403006.2,XP_003403006.2,4e-69
XP_003403007.1,XP_012174878.1,4e-117
XP_003403008.1,XP_003403008.1,0.0
XP_003403009.1,XP_003403009.1,0.0
XP_003403010.1,XP_003403010.1,0.0
XP_003403012.2,XP_003403012.2,0.0
XP_003403013.1,XP_012174887.1,0.0
XP_003403015.1,XP_003403015.1,1e-97
XP_003403018.2,XP_003403018.2,0.0
XP_003403020.2,XP_003403020.2,0.0
XP_003403021.1,XP_012174894.1,0.0
XP_003403023.1,XP_003403023.1,9e-126
XP_003403024.1,XP_003403024.1,4e-56
XP_003403025.2,XP_003403025.2,0.0
XP_003403026.2,XP_003403026.2,4e-66
XP_003403027.1,XP_003403027.1,0.0
XP_003403028.2,XP_003403028.2,0.0
XP_003403029.1,XP_003403029.1,0.0
XP_003403030.1,XP_003403030.1,0.0
XP_003403031.1,XP_003403031.1,0.0
XP_003403032.1,XP_003403032.1,0.0
XP_003403033.1,XP_003403033.1,0.0
XP_003403035.1,XP_003403035.1,0.0
XP_003403037.1,XP_003403037.1,8e-141
XP_003403038.1,XP_003403038.1,0.0
XP_003403039.1,XP_012175002.1,0.0
XP_003403040.1,XP_003403040.1,0.0
XP_003403044.1,XP_003403044.1,0.0
XP_003403046.1,XP_003403046.1,0.0
XP_003403047.1,XP_003403047.1,0.0
XP_003403049.1,XP_003403049.1,0.0
XP_003403050.1,XP_003403050.1,0.0
XP_003403051.1,XP_003403051.1,0.0
XP_003403052.1,XP_003403052.1,0.0
XP_003403053.1,XP_003403053.1,0.0
XP_003403057.1,XP_003403057.1,0.0
XP_003403060.1,XP_003403060.1,7e-89
XP_003403063.1,XP_003403063.1,0.0
XP_003403064.2,XP_003403064.2,0.0
XP_003403065.1,XP_003403065.1,0.0
XP_003403068.1,XP_003403068.1,0.0
XP_003403070.1,XP_003403070.1,2e-179
XP_003403071.1,XP_003403071.1,8e-169
XP_003403073.1,XP_003403073.1,4e-63
XP_003403075.1,XP_003403075.1,0.0
XP_003403076.1,XP_003403076.1,0.0
XP_003403078.1,XP_003403078.1,0.0
XP_003403079.1,XP_003403079.1,0.0
XP_003403080.1,XP_003403080.1,0.0
XP_003403082.1,XP_012175075.1,0.0
XP_003403084.2,XP_003403084.2,0.0
XP_003403086.1,XP_012175082.1,1e-140
XP_003403087.1,XP_012174907.1,2e-180
XP_003403088.1,XP_003403089.1,0.0
XP_003403089.1,XP_003403089.1,0.0
XP_003403090.1,XP_003403090.1,0.0
XP_003403092.1,XP_003403092.1,0.0
XP_003403093.1,XP_003403093.1,8e-102
XP_003403094.1,XP_012175090.1,3e-146
XP_003403095.1,XP_003403095.1,0.0
XP_003403096.1,XP_003403096.1,3e-170
XP_003403099.1,XP_003403099.1,0.0
XP_003403100.1,XP_003403100.1,0.0
XP_003403102.1,XP_003403102.1,3e-105
XP_003403104.1,XP_012175098.1,0.0
XP_003403105.1,XP_003403105.1,2e-160
XP_003403106.1,XP_003403106.1,2e-173
XP_003403107.1,XP_003403107.1,0.0
XP_003403108.1,XP_003403108.1,0.0
XP_003403109.2,XP_003403109.2,0.0
XP_003403110.1,XP_003403110.1,0.0
XP_003403111.1,XP_003403111.1,0.0
XP_003403112.1,XP_003403112.1,0.0
XP_003403114.2,XP_003403114.2,0.0
XP_003403115.1,XP_003403115.1,0.0
XP_003403117.1,XP_003403117.1,0.0
XP_003403119.1,XP_012174948.1,5e-141
XP_003403121.1,XP_003403121.1,0.0
XP_003403123.1,XP_012175138.1,0.0
XP_003403130.1,XP_003403130.1,2e-150
XP_003403131.1,XP_012175140.1,0.0
XP_003403132.1,XP_003403132.1,5e-61
XP_003403133.1,XP_003403133.1,0.0
XP_003403134.1,XP_003403134.1,1e-154
XP_003403135.1,XP_003403135.1,2e-55
XP_003403136.1,XP_003403136.1,6e-156
XP_003403138.1,XP_003403138.1,0.0
XP_003403140.2,XP_012175146.1,0.0
XP_003403141.1,XP_003403141.1,0.0
XP_003403142.1,XP_003403142.1,0.0
XP_003403143.1,XP_012175150.1,0.0
XP_003403145.1,XP_003403145.1,0.0
XP_003403146.1,XP_003403146.1,0.0
XP_003403148.1,XP_003403148.1,0.0
XP_003403150.1,XP_003403150.1,0.0
XP_003403151.1,XP_012175162.1,8e-148
XP_003403152.1,XP_012175162.1,8e-148
XP_003403153.1,XP_012175158.1,3e-161
XP_003403155.1,XP_003403155.1,3e-101
XP_003403156.1,XP_003403156.1,0.0
XP_003403158.1,XP_012175165.1,0.0
XP_003403159.1,XP_012175167.1,4e-89
XP_003403161.1,XP_003403161.1,0.0
XP_003403162.1,XP_003403162.1,6e-123
XP_003403163.1,XP_003403163.1,0.0
XP_003403165.1,XP_003403165.1,1e-163
XP_003403166.1,XP_003403166.1,1e-83
XP_003403168.2,XP_012175174.1,1e-155
XP_003403169.1,XP_012175181.1,0.0
XP_003403170.1,XP_012175178.1,0.0
XP_003403171.1,XP_003403171.1,0.0
XP_003403172.1,XP_003403172.1,0.0
XP_003403173.1,XP_003403173.1,0.0
XP_003403174.1,XP_003403174.1,0.0
XP_003403175.1,XP_003403175.1,0.0
XP_003403177.1,XP_003403177.1,0.0
XP_003403179.1,XP_003403179.1,0.0
XP_003403180.1,XP_012175195.1,0.0
XP_003403182.1,XP_003403182.1,0.0
XP_003403183.1,XP_012174962.1,0.0
XP_003403188.1,XP_003403188.1,0.0
XP_003403195.1,XP_003403195.1,0.0
XP_003403196.2,XP_003403196.2,0.0
XP_003403197.1,XP_003403197.1,0.0
XP_003403198.1,XP_003403198.1,0.0
XP_003403199.1,XP_003403199.1,0.0
XP_003403200.1,XP_003403200.1,0.0
XP_003403201.1,XP_012174973.1,0.0
XP_003403203.1,XP_003403203.1,2e-67
XP_003403206.1,XP_003403206.1,1e-161
XP_003403207.1,XP_003403207.1,9e-147
XP_003403208.1,XP_003403208.1,0.0
XP_003403209.1,XP_003403209.1,0.0
XP_003403210.1,XP_003403210.1,0.0
XP_003403213.1,XP_003403213.1,0.0
XP_003403214.2,XP_003403214.2,2e-179
XP_003403216.2,XP_003403216.2,0.0
XP_003403217.1,XP_003403217.1,0.0
XP_003403218.1,XP_012174982.1,0.0
XP_003403220.1,XP_003403221.1,0.0
XP_003403221.1,XP_003403221.1,0.0
XP_003403222.1,XP_003403222.1,0.0
XP_003403223.1,XP_003403223.1,0.0
XP_003403224.1,XP_003403224.1,2e-88
XP_003403225.1,XP_003403225.1,0.0
XP_003403227.1,XP_003403227.1,2e-165
XP_003403231.1,XP_003403231.1,0.0
XP_003403233.2,XP_003403233.2,1e-95
XP_003403234.2,XP_003403234.2,5e-150
XP_003403239.1,XP_003403239.1,9e-150
XP_003403240.1,XP_003403240.1,7e-125
XP_003403243.1,XP_003403243.1,1e-77
XP_003403245.2,XP_003403245.2,0.0
XP_003403246.1,XP_003403246.1,0.0
XP_003403250.1,XP_003403250.1,0.0
XP_003403254.1,XP_003403254.1,0.0
XP_003403255.1,XP_003403255.1,4e-73
XP_003403256.2,XP_003403256.2,0.0
XP_003403257.1,XP_003403257.1,0.0
XP_003403258.1,XP_003403258.1,0.0
XP_003403259.1,XP_012175262.1,0.0
XP_003403260.1,XP_003403260.1,0.0
XP_003403261.1,XP_003403261.1,2e-86
XP_003403263.1,XP_003403263.1,8e-110
XP_003403264.1,XP_003403264.1,2e-144
XP_003403265.1,XP_003403265.1,0.0
XP_003403266.1,XP_012175267.1,3e-113
XP_003403267.1,XP_003403267.1,0.0
XP_003403269.2,XP_003403269.2,0.0
XP_003403273.1,XP_003403273.1,0.0
XP_003403275.1,XP_012175272.1,0.0
XP_003403280.1,XP_003403280.1,0.0
XP_003403281.1,XP_003403281.1,0.0
XP_003403283.1,XP_003403283.1,2e-161
XP_003403284.2,XP_003403284.2,2e-101
XP_003403285.1,XP_012175286.1,0.0
XP_003403286.1,XP_003403286.1,3e-177
XP_003403288.1,XP_012175278.1,0.0
XP_003403289.1,XP_003403289.1,1e-88
XP_003403291.1,XP_003403291.1,0.0
XP_003403294.1,XP_003403294.1,0.0
XP_003403295.1,XP_003403295.1,9e-94
XP_003403296.2,XP_003403296.2,0.0
XP_003403299.1,XP_003403299.1,0.0
XP_003403303.1,XP_003403303.1,2e-73
XP_003403304.1,XP_003403304.1,3e-74
XP_003403311.2,XP_003403311.2,7e-109
XP_003403312.2,XP_003403312.2,0.0
XP_003403314.1,XP_003403314.1,0.0
XP_003403316.1,XP_012175429.1,0.0
XP_003403317.1,XP_003403317.1,0.0
XP_003403318.1,XP_003403318.1,0.0
XP_003403319.2,XP_003403319.2,0.0
XP_003403320.1,XP_003403320.1,0.0
XP_003403324.1,XP_003403324.1,0.0
XP_003403327.1,XP_003403327.1,0.0
XP_003403332.1,XP_003403332.1,0.0
XP_003403334.1,XP_003403334.1,2e-74
XP_003403335.1,XP_003403335.1,1e-88
XP_003403336.2,XP_003403336.2,9e-115
XP_003403337.1,XP_003403337.1,0.0
XP_003403338.1,XP_012175363.1,0.0
XP_003403340.1,XP_003403340.1,0.0
XP_003403342.1,XP_003403342.1,0.0
XP_003403344.1,XP_003403344.1,6e-139
XP_003403345.1,XP_003403345.1,0.0
XP_003403346.1,XP_003403346.1,0.0
XP_003403347.1,XP_003403347.1,1e-100
XP_003403348.1,XP_003403348.1,0.0
XP_003403349.1,XP_003403349.1,2e-88
XP_003403351.1,XP_012175383.1,0.0
XP_003403354.1,XP_012175391.1,0.0
XP_003403355.1,XP_003403355.1,0.0
XP_003403358.1,XP_003403358.1,0.0
XP_003403359.1,XP_003403359.1,0.0
XP_003403361.1,XP_012175403.1,8e-107
XP_003403362.1,XP_003403362.1,0.0
XP_003403363.1,XP_003403363.1,0.0
XP_003403367.1,XP_003403367.1,0.0
XP_003403369.1,XP_003403369.1,0.0
XP_003403370.2,XP_003403370.2,0.0
XP_003403371.2,XP_003403371.2,0.0
XP_003403374.1,XP_003403374.1,2e-57
XP_003403375.1,XP_003403375.1,9e-47
XP_003403377.2,XP_003403377.2,0.0
XP_003403378.2,XP_003403378.2,3e-65
XP_003403381.2,XP_003403381.2,0.0
XP_003403382.1,XP_003403382.1,2e-77
XP_003403383.2,XP_003403383.2,6e-117
XP_003403384.2,XP_003403384.2,5e-86
XP_003403386.1,XP_003403386.1,1e-93
XP_003403387.2,XP_003403387.2,0.0
XP_003403388.2,XP_003403388.2,0.0
XP_003403389.1,XP_003403389.1,2e-85
XP_003403390.2,XP_003403390.2,0.0
XP_003403394.2,XP_003403394.2,0.0
XP_003403395.1,XP_003403395.1,5e-148
XP_003403396.2,XP_003403396.2,0.0
XP_003403397.2,XP_003403397.2,2e-158
XP_003403398.2,XP_003403398.2,0.0
XP_003403401.2,XP_003403401.2,0.0
XP_003403405.1,XP_003403405.1,3e-75
XP_003403408.2,XP_003403408.2,1e-89
XP_003403409.2,XP_003403409.2,0.0
XP_003403410.2,XP_003403410.2,0.0
XP_003403411.2,XP_003403411.2,0.0
XP_003403412.1,XP_003403412.1,5e-86
XP_003403418.2,XP_003403418.2,0.0
XP_003403420.1,XP_003403420.1,1e-104
XP_003403421.2,XP_003403421.2,1e-106
XP_003403422.1,XP_003403422.1,5e-126
XP_003403423.1,XP_003403423.1,8e-127
XP_003403424.2,XP_003403424.2,5e-69
XP_003403426.1,XP_003403426.1,7e-142
XP_003403427.2,XP_003403427.2,2e-43
XP_003403428.1,XP_003403428.1,4e-117
XP_003403429.1,XP_003403429.1,0.0
XP_003403430.2,XP_003403430.2,0.0
XP_012163062.1,XP_012163062.1,0.0
XP_012163063.1,XP_012163063.1,0.0
XP_012163064.1,XP_012163064.1,9e-133
XP_012163065.1,XP_012163065.1,2e-114
XP_012163066.1,XP_012163066.1,5e-114
XP_012163067.1,XP_012163067.1,0.0
XP_012163068.1,XP_012163068.1,0.0
XP_012163069.1,XP_012163069.1,0.0
XP_012163070.1,XP_012163070.1,0.0
XP_012163071.1,XP_012163074.1,0.0
XP_012163072.1,XP_012163072.1,0.0
XP_012163073.1,XP_012163073.1,5e-144
XP_012163074.1,XP_012163074.1,0.0
XP_012163075.1,XP_012163075.1,0.0
XP_012163076.1,XP_012163077.1,0.0
XP_012163077.1,XP_012163077.1,0.0
XP_012163078.1,XP_012163077.1,0.0
XP_012163079.1,XP_012163079.1,1e-79
XP_012163080.1,XP_012163088.1,0.0
XP_012163081.1,XP_012163088.1,0.0
XP_012163082.1,XP_012163088.1,0.0
XP_012163083.1,XP_012163088.1,0.0
XP_012163084.1,XP_012163088.1,0.0
XP_012163085.1,XP_012163088.1,0.0
XP_012163086.1,XP_012163088.1,0.0
XP_012163087.1,XP_012163088.1,0.0
XP_012163088.1,XP_012163088.1,0.0
XP_012163089.1,XP_012163089.1,0.0
XP_012163090.1,XP_012163090.1,0.0
XP_012163091.1,XP_012163091.1,2e-106
XP_012163092.1,XP_012163092.1,2e-65
XP_012163093.1,XP_012163093.1,0.0
XP_012163094.1,XP_012163094.1,0.0
XP_012163095.1,XP_012163095.1,0.0
XP_012163096.1,XP_012163096.1,0.0
XP_012163097.1,XP_012163097.1,0.0
XP_012163098.1,XP_012163098.1,0.0
XP_012163099.1,XP_012163099.1,0.0
XP_012163100.1,XP_012163100.1,0.0
XP_012163101.1,XP_012163101.1,0.0
XP_012163102.1,XP_012163102.1,6e-153
XP_012163103.1,XP_012163103.1,7e-129
XP_012163104.1,XP_012163104.1,2e-100
XP_012163105.1,XP_012163105.1,0.0
XP_012163106.1,XP_012163108.1,6e-144
XP_012163107.1,XP_012163108.1,6e-144
XP_012163108.1,XP_012163108.1,6e-144
XP_012163109.1,XP_012163109.1,0.0
XP_012163110.1,XP_012163110.1,0.0
