am,lf,evalue
NP_001267818.1,TRINITY_DN27273_c0_g1_i1|m.6740,0.0
XP_003398975.2,TRINITY_DN12540_c0_g1_i1|m.31691,0.0
XP_003398976.1,TRINITY_DN32717_c0_g1_i1|m.6922,0.0
XP_003398978.1,TRINITY_DN1993_c0_g1_i1|m.43140,7e-91
XP_003398979.1,TRINITY_DN23189_c0_g1_i1|m.26108,0.0
XP_003398980.1,TRINITY_DN23189_c0_g1_i1|m.26108,0.0
XP_003398981.1,TRINITY_DN23189_c0_g1_i1|m.26108,0.0
XP_003398982.1,TRINITY_DN14189_c3_g2_i1|m.30452,0.0
XP_003398987.1,TRINITY_DN23897_c0_g1_i1|m.42626,0.0
XP_003398990.1,TRINITY_DN13427_c0_g1_i1|m.32125,0.0
XP_003398992.1,TRINITY_DN13427_c0_g1_i1|m.32125,0.0
XP_003398993.1,TRINITY_DN18911_c0_g1_i1|m.7182,4e-172
XP_003398995.1,TRINITY_DN7653_c0_g1_i1|m.9376,0.0
XP_003398996.1,TRINITY_DN13970_c1_g1_i1|m.24499,6e-123
XP_003398997.1,TRINITY_DN13310_c0_g1_i1|m.33400,2e-115
XP_003398998.1,TRINITY_DN13822_c1_g1_i1|m.22610,0.0
XP_003398999.1,TRINITY_DN7843_c0_g1_i1|m.4963,1e-172
XP_003399002.1,TRINITY_DN13993_c0_g1_i1|m.23346,6e-152
XP_003399004.1,TRINITY_DN37674_c0_g1_i1|m.17108,6e-92
XP_003399005.1,TRINITY_DN6940_c0_g1_i1|m.40766,0.0
XP_003399006.1,TRINITY_DN8578_c0_g1_i1|m.40128,7e-107
XP_003399010.1,TRINITY_DN8006_c0_g2_i1|m.38745,5e-145
XP_003399012.1,TRINITY_DN11768_c0_g1_i1|m.14660,0.0
XP_003399015.1,TRINITY_DN8660_c0_g1_i1|m.25933,9e-108
XP_003399016.1,TRINITY_DN7985_c0_g2_i1|m.40307,2e-147
XP_003399017.1,TRINITY_DN7321_c0_g1_i1|m.21550,2e-141
XP_003399018.1,TRINITY_DN14048_c1_g1_i1|m.17324,0.0
XP_003399020.1,TRINITY_DN9215_c0_g1_i1|m.41033,2e-176
XP_003399024.1,TRINITY_DN8922_c0_g1_i1|m.13732,0.0
XP_003399027.1,TRINITY_DN13762_c1_g1_i1|m.2823,0.0
XP_003399029.1,TRINITY_DN13901_c0_g1_i1|m.23908,8e-87
XP_003399032.1,TRINITY_DN13762_c0_g1_i1|m.2821,3e-48
XP_003399033.1,TRINITY_DN9565_c0_g7_i1|m.25430,4e-70
XP_003399037.1,TRINITY_DN11996_c0_g1_i1|m.10625,6e-60
XP_003399038.1,TRINITY_DN12161_c0_g1_i1|m.37194,7e-136
XP_003399038.1,TRINITY_DN12161_c0_g1_i1|m.37194,2e-16
XP_003399040.1,TRINITY_DN6031_c0_g1_i1|m.989,2e-119
XP_003399041.1,TRINITY_DN9329_c1_g1_i1|m.39173,0.0
XP_003399042.1,TRINITY_DN13345_c0_g1_i1|m.33694,0.0
XP_003399043.1,TRINITY_DN13345_c0_g1_i1|m.33695,4e-172
XP_003399044.1,TRINITY_DN2522_c0_g1_i1|m.50545,0.0
XP_003399045.1,TRINITY_DN15920_c0_g1_i1|m.43554,0.0
XP_003399046.1,TRINITY_DN12630_c0_g1_i1|m.15470,0.0
XP_003399049.1,TRINITY_DN27584_c0_g1_i1|m.35826,5e-115
XP_003399050.1,TRINITY_DN13750_c0_g1_i1|m.4278,0.0
XP_003399052.1,TRINITY_DN14082_c2_g1_i1|m.18023,0.0
XP_003399053.1,TRINITY_DN10249_c0_g1_i1|m.43741,0.0
XP_003399054.1,TRINITY_DN7840_c0_g1_i1|m.4949,0.0
XP_003399055.1,TRINITY_DN4297_c0_g1_i1|m.9577,3e-82
XP_003399056.1,TRINITY_DN11069_c0_g1_i1|m.10397,3e-122
XP_003399057.1,TRINITY_DN13411_c0_g1_i1|m.32324,0.0
XP_003399058.1,TRINITY_DN12842_c0_g1_i1|m.50221,2e-129
XP_003399059.1,TRINITY_DN13002_c0_g1_i1|m.402,4e-80
XP_003399060.1,TRINITY_DN8255_c0_g1_i1|m.7502,3e-75
XP_003399062.1,TRINITY_DN11920_c0_g1_i1|m.10582,1e-89
XP_003399063.1,TRINITY_DN14108_c2_g7_i1|m.30696,5e-131
XP_003399065.1,TRINITY_DN14108_c2_g7_i1|m.30697,1e-117
XP_003399069.1,TRINITY_DN145_c1_g1_i1|m.49617,0.0
XP_003399070.1,TRINITY_DN145_c1_g1_i1|m.49617,0.0
XP_003399071.1,TRINITY_DN10236_c0_g1_i1|m.43601,0.0
XP_003399074.1,TRINITY_DN26_c0_g1_i1|m.46598,3e-145
XP_003399075.1,TRINITY_DN12736_c0_g1_i1|m.35127,0.0
XP_003399076.1,TRINITY_DN12967_c0_g1_i1|m.7944,2e-117
XP_003399077.1,TRINITY_DN10273_c0_g1_i1|m.43797,1e-71
XP_003399078.1,TRINITY_DN11451_c0_g1_i1|m.34833,6e-49
XP_003399079.1,TRINITY_DN10698_c0_g1_i1|m.47964,0.0
XP_003399081.1,TRINITY_DN13163_c1_g1_i1|m.46904,0.0
XP_003399084.1,TRINITY_DN14113_c0_g1_i1|m.29127,0.0
XP_003399085.1,TRINITY_DN12859_c0_g1_i1|m.50297,4e-87
XP_003399086.2,TRINITY_DN2760_c0_g1_i1|m.33160,1e-72
XP_003399087.1,TRINITY_DN10573_c0_g1_i1|m.47729,0.0
XP_003399089.1,TRINITY_DN982_c0_g1_i1|m.11581,0.0
XP_003399090.1,TRINITY_DN5750_c0_g1_i1|m.16733,0.0
XP_003399091.1,TRINITY_DN7702_c0_g1_i1|m.42982,0.0
XP_003399091.1,TRINITY_DN7702_c0_g1_i1|m.42982,1e-13
XP_003399092.1,TRINITY_DN11059_c0_g1_i1|m.10261,0.0
XP_003399093.1,TRINITY_DN11059_c0_g1_i1|m.10261,0.0
XP_003399093.1,TRINITY_DN11059_c0_g1_i1|m.10261,1e-43
XP_003399094.1,TRINITY_DN12476_c0_g3_i1|m.45821,0.0
XP_003399095.1,TRINITY_DN12675_c0_g1_i1|m.15784,0.0
XP_003399096.1,TRINITY_DN12675_c0_g1_i1|m.15783,0.0
XP_003399097.1,TRINITY_DN8139_c0_g1_i1|m.11900,1e-176
XP_003399099.1,TRINITY_DN8545_c0_g2_i1|m.40111,4e-63
XP_003399100.1,TRINITY_DN12522_c0_g1_i1|m.31297,4e-143
XP_003399103.1,TRINITY_DN8119_c0_g1_i1|m.12038,0.0
XP_003399106.1,TRINITY_DN11123_c0_g3_i1|m.41570,4e-123
XP_003399107.1,TRINITY_DN14018_c0_g2_i1|m.18793,4e-25
XP_003399108.2,TRINITY_DN1403_c1_g1_i1|m.11488,6e-62
XP_003399109.1,TRINITY_DN13374_c0_g1_i1|m.33690,0.0
XP_003399110.1,TRINITY_DN12588_c0_g1_i1|m.31621,2e-180
XP_003399110.1,TRINITY_DN12588_c0_g1_i1|m.31621,2e-17
XP_003399112.1,TRINITY_DN13875_c0_g2_i1|m.21778,0.0
XP_003399114.1,TRINITY_DN31726_c0_g1_i1|m.2516,0.0
XP_003399121.1,TRINITY_DN11862_c0_g1_i1|m.16422,0.0
XP_003399123.1,TRINITY_DN13859_c0_g1_i1|m.21866,0.0
XP_003399124.1,TRINITY_DN13144_c0_g1_i1|m.46893,0.0
XP_003399125.1,TRINITY_DN12167_c0_g1_i1|m.36686,0.0
XP_003399127.1,TRINITY_DN11391_c0_g2_i1|m.36417,4e-171
XP_003399127.1,TRINITY_DN11391_c0_g2_i1|m.36417,5e-103
XP_003399127.1,TRINITY_DN11391_c0_g2_i1|m.36417,8e-82
XP_003399127.1,TRINITY_DN11391_c0_g2_i1|m.36417,8e-80
XP_003399127.1,TRINITY_DN11391_c0_g2_i1|m.36417,2e-63
XP_003399127.1,TRINITY_DN11391_c0_g2_i1|m.36417,4e-31
XP_003399130.1,TRINITY_DN7663_c0_g1_i1|m.9368,0.0
XP_003399132.1,TRINITY_DN13594_c3_g3_i1|m.44895,2e-65
XP_003399134.1,TRINITY_DN12794_c0_g2_i1|m.35042,3e-29
XP_003399135.1,TRINITY_DN13965_c0_g1_i1|m.24109,7e-129
XP_003399138.1,TRINITY_DN34033_c0_g1_i1|m.39392,4e-75
XP_003399139.1,TRINITY_DN730_c0_g2_i1|m.4503,0.0
XP_003399140.1,TRINITY_DN6275_c0_g1_i1|m.12326,0.0
XP_003399142.1,TRINITY_DN13828_c0_g1_i1|m.22733,0.0
XP_003399144.1,TRINITY_DN32165_c0_g1_i1|m.39399,0.0
XP_003399145.1,TRINITY_DN7310_c0_g1_i1|m.21587,0.0
XP_003399146.1,TRINITY_DN9251_c0_g1_i1|m.40774,3e-09
XP_003399148.1,TRINITY_DN14094_c0_g1_i1|m.18284,0.0
XP_003399149.1,TRINITY_DN14094_c0_g1_i1|m.18285,0.0
XP_003399152.1,TRINITY_DN12056_c0_g1_i1|m.37746,7e-79
XP_003399153.1,TRINITY_DN10068_c1_g1_i1|m.26725,1e-159
XP_003399154.1,TRINITY_DN12177_c0_g1_i1|m.36916,0.0
XP_003399155.1,TRINITY_DN10041_c0_g1_i1|m.26773,0.0
XP_003399156.1,TRINITY_DN8494_c0_g1_i1|m.40368,5e-05
XP_003399158.1,TRINITY_DN13164_c0_g1_i1|m.46799,0.0
XP_003399159.1,TRINITY_DN11765_c2_g1_i1|m.14600,7e-173
XP_003399161.1,TRINITY_DN11613_c0_g1_i1|m.28300,4e-118
XP_003399162.1,TRINITY_DN11613_c0_g1_i1|m.28300,2e-118
XP_003399164.1,TRINITY_DN13701_c0_g3_i1|m.3461,2e-143
XP_003399165.1,TRINITY_DN13701_c0_g3_i1|m.3462,2e-160
XP_003399166.1,TRINITY_DN13701_c0_g3_i1|m.3462,2e-160
XP_003399167.1,TRINITY_DN13701_c0_g3_i1|m.3460,2e-156
XP_003399168.1,TRINITY_DN13698_c3_g1_i1|m.5355,7e-50
XP_003399170.1,TRINITY_DN13671_c0_g2_i1|m.5843,1e-80
XP_003399171.1,TRINITY_DN13671_c0_g2_i1|m.5843,1e-80
XP_003399173.1,TRINITY_DN12878_c0_g1_i1|m.50261,0.0
XP_003399174.2,TRINITY_DN13268_c3_g1_i1|m.19747,0.0
XP_003399174.2,TRINITY_DN13268_c3_g1_i1|m.19747,4e-92
XP_003399175.1,TRINITY_DN82_c0_g1_i1|m.46613,0.0
XP_003399179.1,TRINITY_DN5411_c0_g2_i1|m.49043,8e-64
XP_003399181.1,TRINITY_DN7865_c0_g1_i1|m.4951,9e-160
XP_003399185.1,TRINITY_DN36990_c0_g1_i1|m.49118,4e-33
XP_003399186.1,TRINITY_DN11879_c0_g1_i1|m.16504,3e-101
XP_003399187.1,TRINITY_DN11879_c0_g1_i1|m.16504,1e-101
XP_003399192.1,TRINITY_DN13603_c1_g1_i1|m.5917,0.0
XP_003399193.1,TRINITY_DN12965_c0_g3_i1|m.8330,5e-174
XP_003399195.1,TRINITY_DN36060_c0_g1_i1|m.11320,1e-127
XP_003399197.1,TRINITY_DN7932_c0_g1_i1|m.40247,4e-72
XP_003399199.1,TRINITY_DN5856_c0_g1_i1|m.6808,3e-34
XP_003399201.1,TRINITY_DN12259_c0_g1_i1|m.1684,0.0
XP_003399202.1,TRINITY_DN12259_c0_g1_i1|m.1684,0.0
XP_003399205.2,TRINITY_DN9575_c0_g1_i1|m.25389,0.0
XP_003399206.1,TRINITY_DN23840_c0_g1_i1|m.42630,0.0
XP_003399207.1,TRINITY_DN1633_c0_g1_i1|m.9803,3e-135
XP_003399211.2,TRINITY_DN23777_c0_g1_i1|m.15966,4e-39
XP_003399212.1,TRINITY_DN21020_c0_g1_i1|m.46518,1e-44
XP_003399213.1,TRINITY_DN9229_c0_g1_i1|m.41054,0.0
XP_003399214.1,TRINITY_DN9122_c1_g1_i1|m.36000,3e-18
XP_003399215.1,TRINITY_DN9122_c1_g1_i1|m.36000,2e-37
XP_003399216.1,TRINITY_DN11737_c0_g1_i1|m.14397,0.0
XP_003399219.1,TRINITY_DN10224_c0_g1_i1|m.43828,6e-107
XP_003399221.1,TRINITY_DN14337_c0_g1_i1|m.16145,8e-16
XP_003399224.1,TRINITY_DN11196_c0_g1_i1|m.41480,0.0
XP_003399225.1,TRINITY_DN11196_c0_g1_i1|m.41480,0.0
XP_003399227.1,TRINITY_DN11286_c0_g1_i1|m.8690,0.0
XP_003399227.1,TRINITY_DN11286_c0_g1_i1|m.8690,8e-151
XP_003399227.1,TRINITY_DN11286_c0_g1_i1|m.8690,4e-135
XP_003399227.1,TRINITY_DN11286_c0_g1_i1|m.8690,2e-61
XP_003399232.1,TRINITY_DN67_c0_g1_i1|m.46611,7e-25
XP_003399237.2,TRINITY_DN10324_c0_g1_i1|m.1871,2e-20
XP_003399243.1,TRINITY_DN7271_c0_g1_i1|m.14054,6e-35
XP_003399243.1,TRINITY_DN7271_c0_g1_i1|m.14054,4e-25
XP_003399243.1,TRINITY_DN7271_c0_g1_i1|m.14054,3e-09
XP_003399244.2,TRINITY_DN13375_c1_g1_i1|m.33683,0.0
XP_003399251.2,TRINITY_DN6377_c0_g2_i1|m.39986,0.0
XP_003399252.1,TRINITY_DN2703_c0_g2_i1|m.33213,0.0
XP_003399259.1,TRINITY_DN13667_c6_g1_i1|m.5986,7e-52
XP_003399265.2,TRINITY_DN14094_c0_g1_i1|m.18283,0.0
XP_003399267.1,TRINITY_DN9864_c0_g3_i1|m.12892,2e-57
XP_003399271.2,TRINITY_DN9796_c0_g1_i1|m.12517,0.0
XP_003399276.1,TRINITY_DN14102_c6_g2_i1|m.29730,1e-131
XP_003399277.1,TRINITY_DN36961_c0_g1_i1|m.49099,9e-50
XP_003399277.1,TRINITY_DN36961_c0_g1_i1|m.49099,3e-48
XP_003399277.1,TRINITY_DN36961_c0_g1_i1|m.49099,3e-46
XP_003399277.1,TRINITY_DN36961_c0_g1_i1|m.49099,3e-36
XP_003399277.1,TRINITY_DN36961_c0_g1_i1|m.49099,3e-33
XP_003399277.1,TRINITY_DN36961_c0_g1_i1|m.49099,6e-27
XP_003399278.1,TRINITY_DN7526_c0_g1_i1|m.41100,1e-52
XP_003399280.1,TRINITY_DN12729_c0_g1_i1|m.35348,0.0
XP_003399281.1,TRINITY_DN12042_c0_g1_i1|m.37524,0.0
XP_003399282.1,TRINITY_DN7060_c0_g1_i1|m.13217,1e-70
XP_003399283.1,TRINITY_DN11072_c0_g1_i1|m.10199,4e-153
XP_003399285.1,TRINITY_DN11200_c0_g1_i1|m.8572,7e-168
XP_003399289.1,TRINITY_DN6006_c0_g1_i1|m.997,0.0
XP_003399290.1,TRINITY_DN13667_c5_g1_i1|m.5984,0.0
XP_003399292.1,TRINITY_DN13942_c1_g1_i1|m.23330,2e-60
XP_003399296.1,TRINITY_DN27909_c0_g1_i1|m.37257,0.0
XP_003399299.1,TRINITY_DN6589_c0_g1_i1|m.1122,0.0
XP_003399301.1,TRINITY_DN9262_c0_g1_i1|m.41000,0.0
XP_003399302.1,TRINITY_DN11498_c0_g1_i1|m.34822,0.0
XP_003399302.1,TRINITY_DN11498_c0_g1_i1|m.34822,2e-18
XP_003399302.1,TRINITY_DN11498_c0_g1_i1|m.34822,8e-12
XP_003399302.1,TRINITY_DN11498_c0_g1_i1|m.34822,6e-08
XP_003399303.1,TRINITY_DN2151_c0_g1_i1|m.39568,0.0
XP_003399304.1,TRINITY_DN6673_c0_g1_i1|m.41810,0.0
XP_003399306.1,TRINITY_DN8337_c0_g1_i1|m.27972,6e-110
XP_003399307.1,TRINITY_DN14095_c0_g1_i1|m.17467,0.0
XP_003399310.1,TRINITY_DN4573_c0_g2_i1|m.13520,0.0
XP_003399311.1,TRINITY_DN11764_c0_g2_i1|m.14455,8e-101
XP_003399313.1,TRINITY_DN11954_c0_g1_i1|m.10921,0.0
XP_003399315.1,TRINITY_DN13920_c0_g1_i1|m.23293,0.0
XP_003399317.1,TRINITY_DN13423_c0_g1_i1|m.32989,7e-102
XP_003399318.1,TRINITY_DN13423_c0_g1_i1|m.32989,1e-102
XP_003399319.1,TRINITY_DN1091_c0_g1_i1|m.10516,3e-141
XP_003399321.1,TRINITY_DN7835_c0_g1_i1|m.4829,8e-33
XP_003399323.1,TRINITY_DN12964_c1_g1_i1|m.8182,2e-67
XP_003399325.1,TRINITY_DN3648_c0_g1_i1|m.39453,5e-129
XP_003399327.1,TRINITY_DN9676_c0_g1_i1|m.27457,7e-49
XP_003399329.1,TRINITY_DN12832_c0_g2_i1|m.49770,2e-10
XP_003399330.1,TRINITY_DN12832_c0_g2_i1|m.49770,3e-10
XP_003399331.1,TRINITY_DN8969_c0_g1_i1|m.13808,0.0
XP_003399332.1,TRINITY_DN8729_c0_g1_i1|m.4345,8e-112
XP_003399333.1,TRINITY_DN28447_c0_g1_i1|m.12731,4e-61
XP_003399336.1,TRINITY_DN11163_c2_g1_i1|m.41531,0.0
XP_003399339.1,TRINITY_DN9198_c0_g1_i1|m.36005,7e-57
XP_003399340.1,TRINITY_DN36361_c0_g1_i1|m.38836,2e-114
XP_003399343.1,TRINITY_DN9705_c0_g1_i1|m.12397,0.0
XP_003399344.1,TRINITY_DN36961_c0_g1_i1|m.49099,0.0
XP_003399344.1,TRINITY_DN36961_c0_g1_i1|m.49099,1e-20
XP_003399345.1,TRINITY_DN13734_c0_g1_i1|m.3728,4e-16
XP_003399346.1,TRINITY_DN229_c0_g1_i1|m.27911,6e-128
XP_003399347.1,TRINITY_DN11079_c0_g1_i1|m.10272,4e-130
XP_003399349.1,TRINITY_DN10071_c0_g1_i1|m.26785,0.0
XP_003399352.1,TRINITY_DN9454_c1_g1_i1|m.37969,2e-94
XP_003399354.1,TRINITY_DN10520_c0_g1_i1|m.47735,0.0
XP_003399358.1,TRINITY_DN9621_c0_g1_i1|m.27465,0.0
XP_003399360.1,TRINITY_DN11783_c2_g1_i1|m.14629,2e-138
XP_003399362.1,TRINITY_DN9596_c0_g1_i1|m.25561,0.0
XP_003399363.1,TRINITY_DN11382_c1_g1_i1|m.36158,0.0
XP_003399364.1,TRINITY_DN29068_c0_g1_i1|m.38884,3e-163
XP_003399366.1,TRINITY_DN5944_c0_g2_i1|m.37297,3e-120
XP_003399367.1,TRINITY_DN10507_c0_g1_i1|m.47829,7e-70
XP_003399368.1,TRINITY_DN33509_c0_g2_i1|m.9060,5e-96
XP_003399369.1,TRINITY_DN11319_c0_g2_i1|m.36348,0.0
XP_003399371.1,TRINITY_DN5346_c0_g1_i1|m.2215,0.0
XP_003399372.1,TRINITY_DN12070_c0_g1_i1|m.37692,0.0
XP_003399373.1,TRINITY_DN12909_c0_g1_i1|m.7696,0.0
XP_003399375.1,TRINITY_DN12282_c0_g2_i1|m.1718,0.0
XP_003399376.1,TRINITY_DN10647_c0_g1_i1|m.48066,0.0
XP_003399377.1,TRINITY_DN13409_c0_g1_i1|m.32785,3e-29
XP_003399378.1,TRINITY_DN9800_c0_g1_i1|m.12775,1e-40
XP_003399379.1,TRINITY_DN6145_c0_g1_i1|m.14795,6e-153
XP_003399380.1,TRINITY_DN920_c0_g2_i1|m.11667,0.0
XP_003399381.1,TRINITY_DN14014_c2_g3_i1|m.18247,0.0
XP_003399382.1,TRINITY_DN3092_c0_g2_i1|m.10008,3e-109
XP_003399384.1,TRINITY_DN13103_c0_g1_i1|m.47179,1e-133
XP_003399385.1,TRINITY_DN11934_c0_g1_i1|m.10832,0.0
XP_003399387.1,TRINITY_DN9199_c2_g1_i1|m.35958,0.0
XP_003399390.1,TRINITY_DN6933_c0_g1_i1|m.40638,0.0
XP_003399392.1,TRINITY_DN8451_c0_g2_i1|m.40350,2e-26
XP_003399393.1,TRINITY_DN32130_c0_g1_i1|m.39407,0.0
XP_003399396.1,TRINITY_DN9616_c0_g1_i1|m.27408,3e-111
XP_003399399.1,TRINITY_DN1570_c0_g1_i1|m.12158,3e-156
XP_003399400.1,TRINITY_DN13902_c0_g1_i1|m.23981,0.0
XP_003399401.1,TRINITY_DN13811_c0_g1_i1|m.22737,0.0
XP_003399403.1,TRINITY_DN10083_c0_g1_i1|m.26828,4e-118
XP_003399404.1,TRINITY_DN9911_c0_g1_i1|m.25184,2e-126
XP_003399406.1,TRINITY_DN6575_c0_g1_i1|m.1157,1e-137
XP_003399407.1,TRINITY_DN8745_c0_g2_i1|m.4443,0.0
XP_003399409.1,TRINITY_DN13453_c0_g1_i1|m.32816,1e-45
XP_003399411.1,TRINITY_DN12855_c0_g1_i1|m.49722,0.0
XP_003399412.1,TRINITY_DN1481_c0_g1_i1|m.11538,0.0
XP_003399424.1,TRINITY_DN10266_c1_g1_i1|m.43754,2e-145
XP_003399426.1,TRINITY_DN1500_c0_g1_i1|m.12217,1e-59
XP_003399430.1,TRINITY_DN11409_c0_g1_i1|m.34975,0.0
XP_003399433.1,TRINITY_DN10578_c0_g1_i1|m.47759,0.0
XP_003399435.1,TRINITY_DN20489_c0_g1_i1|m.25633,2e-121
XP_003399436.1,TRINITY_DN11311_c0_g1_i1|m.36219,0.0
XP_003399437.1,TRINITY_DN10179_c0_g1_i1|m.49422,0.0
XP_003399438.2,TRINITY_DN23055_c0_g1_i1|m.11365,3e-79
XP_003399439.2,TRINITY_DN23055_c0_g1_i1|m.11365,2e-79
XP_003399440.1,TRINITY_DN9855_c0_g2_i1|m.12860,8e-162
XP_003399441.1,TRINITY_DN11685_c1_g1_i1|m.28523,0.0
XP_003399443.1,TRINITY_DN11021_c0_g1_i1|m.10238,0.0
XP_003399444.1,TRINITY_DN13948_c0_g1_i1|m.23615,0.0
XP_003399445.1,TRINITY_DN11943_c0_g2_i1|m.10720,3e-26
XP_003399446.1,TRINITY_DN13804_c2_g1_i1|m.22992,0.0
XP_003399447.1,TRINITY_DN10793_c0_g1_i1|m.46391,7e-72
XP_003399449.1,TRINITY_DN10793_c0_g1_i1|m.46392,2e-33
XP_003399451.1,TRINITY_DN13909_c0_g1_i1|m.23409,4e-70
XP_003399457.2,TRINITY_DN11023_c0_g1_i1|m.10154,0.0
XP_003399458.1,TRINITY_DN14181_c2_g3_i1|m.29763,3e-11
XP_003399460.1,TRINITY_DN12906_c6_g1_i1|m.8309,0.0
XP_003399462.1,TRINITY_DN10870_c0_g1_i1|m.6507,0.0
XP_003399464.1,TRINITY_DN2619_c0_g1_i1|m.16808,9e-155
XP_003399465.1,TRINITY_DN7758_c0_g1_i1|m.42931,5e-162
XP_003399467.1,TRINITY_DN14174_c0_g1_i1|m.29296,2e-128
XP_003399468.1,TRINITY_DN32202_c0_g2_i1|m.1847,7e-86
XP_003399469.1,TRINITY_DN32389_c0_g1_i1|m.48902,4e-97
XP_003399475.1,TRINITY_DN27644_c0_g1_i1|m.43296,4e-49
XP_003399476.1,TRINITY_DN7406_c0_g1_i1|m.9931,0.0
XP_003399477.1,TRINITY_DN2734_c0_g2_i1|m.33184,0.0
XP_003399478.1,TRINITY_DN1037_c0_g1_i1|m.10486,9e-171
XP_003399480.1,TRINITY_DN13212_c0_g2_i1|m.19098,3e-64
XP_003399481.1,TRINITY_DN13212_c0_g2_i1|m.19098,3e-64
XP_003399482.1,TRINITY_DN10629_c0_g1_i1|m.48123,6e-11
XP_003399483.1,TRINITY_DN13295_c0_g1_i1|m.20144,4e-14
XP_003399486.1,TRINITY_DN36139_c0_g1_i1|m.16946,3e-35
XP_003399490.1,TRINITY_DN13087_c0_g1_i1|m.355,0.0
XP_003399493.1,TRINITY_DN2117_c0_g1_i1|m.39593,2e-159
XP_003399495.1,TRINITY_DN12765_c0_g1_i1|m.35744,0.0
XP_003399496.1,TRINITY_DN13087_c0_g2_i1|m.369,1e-122
XP_003399497.1,TRINITY_DN12497_c0_g1_i1|m.45803,3e-84
XP_003399499.1,TRINITY_DN11238_c0_g1_i1|m.8551,9e-63
XP_003399501.1,TRINITY_DN10823_c0_g1_i1|m.6386,9e-171
XP_003399502.1,TRINITY_DN7121_c0_g1_i1|m.13435,0.0
XP_003399503.1,TRINITY_DN11371_c0_g1_i1|m.36153,0.0
XP_003399504.1,TRINITY_DN7255_c0_g1_i1|m.14131,2e-118
XP_003399506.1,TRINITY_DN1830_c0_g1_i1|m.26476,0.0
XP_003399507.1,TRINITY_DN13648_c0_g1_i1|m.5971,0.0
XP_003399509.1,TRINITY_DN2630_c0_g1_i1|m.16861,3e-171
XP_003399511.1,TRINITY_DN6949_c0_g1_i1|m.40719,0.0
XP_003399512.1,TRINITY_DN6015_c0_g1_i1|m.961,0.0
XP_003399513.2,TRINITY_DN31210_c0_g1_i1|m.27096,8e-08
XP_003399515.2,TRINITY_DN11189_c0_g1_i1|m.41727,0.0
XP_003399517.1,TRINITY_DN8735_c0_g2_i1|m.4448,0.0
XP_003399518.1,TRINITY_DN14088_c0_g4_i1|m.18134,0.0
XP_003399519.1,TRINITY_DN457_c0_g1_i1|m.42695,2e-177
XP_003399520.1,TRINITY_DN14199_c3_g1_i1|m.29447,0.0
XP_003399522.1,TRINITY_DN8935_c0_g1_i1|m.13726,0.0
XP_003399524.1,TRINITY_DN6217_c0_g1_i1|m.12267,0.0
XP_003399525.1,TRINITY_DN8993_c0_g1_i1|m.13713,0.0
XP_003399526.1,TRINITY_DN10324_c0_g1_i1|m.1871,2e-22
XP_003399527.1,TRINITY_DN13074_c0_g1_i1|m.675,0.0
XP_003399529.1,TRINITY_DN7784_c0_g2_i1|m.42900,2e-135
XP_003399530.1,TRINITY_DN3170_c0_g1_i1|m.31959,4e-139
XP_003399532.1,TRINITY_DN5050_c0_g1_i1|m.17028,0.0
XP_003399533.1,TRINITY_DN12080_c1_g1_i1|m.37849,2e-50
XP_003399534.1,TRINITY_DN14078_c3_g1_i1|m.18696,0.0
XP_003399535.1,TRINITY_DN10883_c0_g1_i1|m.6444,0.0
XP_003399539.1,TRINITY_DN12869_c0_g1_i1|m.49823,0.0
XP_003399540.1,TRINITY_DN6429_c0_g1_i1|m.27223,0.0
XP_003399543.1,TRINITY_DN8596_c0_g2_i1|m.40151,1e-136
XP_003399544.1,TRINITY_DN10648_c0_g1_i1|m.47876,1e-53
XP_003399547.2,TRINITY_DN6554_c0_g1_i1|m.1191,5e-55
XP_003399548.1,TRINITY_DN11585_c0_g1_i1|m.15335,0.0
XP_003399549.1,TRINITY_DN20273_c0_g1_i1|m.1112,2e-72
XP_003399550.1,TRINITY_DN9611_c0_g1_i1|m.27557,0.0
XP_003399553.1,TRINITY_DN9444_c0_g1_i1|m.38040,4e-64
XP_003399556.2,TRINITY_DN11751_c0_g1_i1|m.14351,0.0
XP_003399558.1,TRINITY_DN14108_c5_g6_i1|m.30707,2e-96
XP_003399560.1,TRINITY_DN10247_c0_g3_i1|m.43802,0.0
XP_003399561.1,TRINITY_DN12439_c0_g1_i1|m.45519,0.0
XP_003399562.1,TRINITY_DN9984_c0_g1_i1|m.25088,3e-46
XP_003399564.1,TRINITY_DN13425_c0_g1_i1|m.32536,1e-111
XP_003399567.1,TRINITY_DN13425_c1_g2_i1|m.32543,5e-54
XP_003399568.1,TRINITY_DN1948_c0_g2_i1|m.43136,6e-142
XP_003399569.1,TRINITY_DN10108_c0_g1_i1|m.49351,0.0
XP_003399571.1,TRINITY_DN10850_c0_g1_i1|m.6316,0.0
XP_003399572.1,TRINITY_DN10743_c0_g1_i1|m.46269,5e-113
XP_003399573.1,TRINITY_DN12112_c0_g1_i1|m.36956,0.0
XP_003399576.1,TRINITY_DN11827_c0_g1_i1|m.16264,0.0
XP_003399578.1,TRINITY_DN11042_c0_g1_i1|m.10094,1e-28
XP_003399585.1,TRINITY_DN14059_c0_g1_i1|m.18533,7e-07
XP_003399590.1,TRINITY_DN12102_c0_g1_i1|m.37014,0.0
XP_003399594.1,TRINITY_DN10241_c0_g1_i1|m.43872,0.0
