ln,am,evalue
KMQ88416.1,XP_012168563.1,0.0
KMQ88417.1,XP_012165527.1,0.0
KMQ88419.1,XP_012173248.1,1e-72
KMQ88420.1,XP_012174155.1,1e-30
KMQ88421.1,XP_012173829.1,4e-162
KMQ88422.1,XP_012164921.1,7e-151
KMQ88422.1,XP_012164921.1,2e-19
KMQ88423.1,XP_012175805.1,1e-96
KMQ88427.1,XP_003401080.2,5e-107
KMQ88428.1,XP_003401081.1,3e-41
KMQ88430.1,XP_003399055.1,0.0
KMQ88431.1,XP_003399056.1,5e-63
KMQ88432.1,XP_003399097.1,4e-117
KMQ88433.1,XP_012164720.1,8e-33
KMQ88433.1,XP_012164720.1,3e-12
KMQ88436.1,XP_012172596.1,0.0
KMQ88438.1,XP_012164720.1,9e-33
KMQ88438.1,XP_012164720.1,2e-11
KMQ88439.1,XP_003402222.1,3e-09
KMQ88441.1,XP_012172982.1,4e-19
KMQ88442.1,XP_012173997.1,2e-28
KMQ88443.1,XP_012164720.1,1e-71
KMQ88444.1,XP_012164720.1,2e-71
KMQ88445.1,XP_012174973.1,0.0
KMQ88446.1,XP_012172937.1,0.0
KMQ88447.1,XP_003399929.1,1e-75
KMQ88448.1,XP_003399930.1,5e-78
KMQ88454.1,XP_012176306.1,2e-23
KMQ88455.1,XP_012173831.1,2e-20
KMQ88456.1,XP_012174242.1,5e-23
KMQ88457.1,XP_003397535.2,2e-30
KMQ88458.1,XP_012165984.1,0.0
KMQ88460.1,XP_012165693.1,6e-82
KMQ88461.1,XP_012170946.1,7e-135
KMQ88462.1,XP_003395101.1,0.0
KMQ88464.1,XP_012167061.1,7e-10
KMQ88465.1,XP_012173829.1,3e-64
KMQ88468.1,XP_003397349.1,5e-44
KMQ88469.1,XP_003397349.1,5e-44
KMQ88470.1,XP_012173829.1,9e-21
KMQ88471.1,XP_012174820.1,0.0
KMQ88472.1,XP_012175336.1,1e-57
KMQ88473.1,XP_012175519.1,9e-19
KMQ88474.1,XP_012176339.1,0.0
KMQ88476.1,XP_012176307.1,3e-50
KMQ88477.1,XP_012168442.1,7e-49
KMQ88478.1,XP_012175618.1,0.0
KMQ88479.1,XP_012176681.1,3e-50
KMQ88480.1,XP_012174699.1,4e-22
KMQ88485.1,XP_003398925.1,5e-75
KMQ88486.1,XP_003401350.2,8e-11
KMQ88488.1,XP_012172030.1,1e-48
KMQ88489.1,XP_012172457.1,6e-132
KMQ88490.1,XP_012175519.1,5e-21
KMQ88491.1,XP_012175268.1,4e-07
KMQ88492.1,XP_012168434.1,2e-167
KMQ88493.1,XP_012167929.1,1e-171
KMQ88494.1,XP_003400617.1,1e-27
KMQ88495.1,XP_012163286.1,1e-180
KMQ88496.1,XP_012176466.1,3e-88
KMQ88496.1,XP_012176466.1,2e-08
KMQ88497.1,XP_012173336.1,3e-10
KMQ88500.1,XP_012168080.1,1e-23
KMQ88501.1,XP_012167007.1,0.0
KMQ88502.1,XP_012174539.1,1e-170
KMQ88502.1,XP_012174539.1,1e-57
KMQ88503.1,XP_012173829.1,4e-69
KMQ88503.1,XP_012173829.1,7e-23
KMQ88503.1,XP_012173829.1,3e-10
KMQ88504.1,XP_012175166.1,0.0
KMQ88507.1,XP_012173545.1,2e-31
KMQ88508.1,XP_012173550.1,2e-164
KMQ88509.1,XP_003398424.1,2e-46
KMQ88511.1,XP_003401691.1,3e-20
KMQ88512.1,XP_003396114.1,4e-56
KMQ88513.1,XP_012174870.1,4e-32
KMQ88515.1,XP_012174825.1,6e-101
KMQ88516.1,XP_012168264.1,1e-153
KMQ88519.1,XP_012164720.1,1e-22
KMQ88521.1,XP_003400548.1,0.0
KMQ88522.1,XP_003394102.1,1e-27
KMQ88523.1,XP_012174612.1,2e-20
KMQ88527.1,XP_003394338.1,1e-89
KMQ88531.1,XP_012176306.1,3e-15
KMQ88532.1,XP_012173831.1,6e-10
KMQ88533.1,XP_012172982.1,2e-33
KMQ88534.1,XP_012170422.1,0.0
KMQ88536.1,XP_012176307.1,8e-103
KMQ88537.1,XP_012175533.1,8e-43
KMQ88539.1,XP_012173891.1,1e-103
KMQ88540.1,XP_012164716.1,6e-09
KMQ88543.1,XP_012172982.1,2e-40
KMQ88545.1,XP_012170589.1,3e-97
KMQ88546.1,XP_003393379.1,0.0
KMQ88547.1,XP_003401566.2,9e-09
KMQ88551.1,XP_012175975.1,3e-73
KMQ88552.1,XP_012176614.1,2e-128
KMQ88553.1,XP_012176602.1,2e-97
KMQ88557.1,XP_012168151.1,4e-44
KMQ88558.1,XP_012175336.1,2e-50
KMQ88559.1,XP_003399108.2,1e-06
KMQ88562.1,XP_003394662.1,0.0
KMQ88564.1,XP_003393684.1,0.0
KMQ88565.1,XP_012173541.1,0.0
KMQ88566.1,XP_003399661.1,0.0
KMQ88567.1,XP_012175449.1,1e-95
KMQ88568.1,XP_012174539.1,2e-133
KMQ88569.1,XP_012176307.1,1e-64
KMQ88570.1,XP_012169014.1,8e-119
KMQ88571.1,XP_012169012.1,5e-47
KMQ88572.1,XP_012169517.1,5e-09
KMQ88573.1,XP_012173997.1,2e-13
KMQ88574.1,XP_012174697.1,3e-10
KMQ88575.1,XP_012174211.1,5e-13
KMQ88576.1,XP_012172982.1,4e-07
KMQ88579.1,XP_012173997.1,3e-32
KMQ88580.1,XP_012173831.1,8e-40
KMQ88581.1,XP_012173833.1,4e-07
KMQ88583.1,XP_012166101.1,0.0
KMQ88583.1,XP_012166101.1,6e-82
KMQ88584.1,XP_012167768.1,2e-13
KMQ88585.1,XP_012166093.1,0.0
KMQ88585.1,XP_012166093.1,2e-96
KMQ88586.1,XP_012168908.1,7e-24
KMQ88589.1,XP_003398800.1,9e-19
KMQ88591.1,XP_012174221.1,2e-07
KMQ88592.1,XP_012167435.1,0.0
KMQ88594.1,XP_003393383.1,5e-74
KMQ88598.1,XP_012166325.1,0.0
KMQ88599.1,XP_012175312.1,0.0
KMQ88600.1,XP_003397583.1,9e-34
KMQ88601.1,XP_003402333.2,0.0
KMQ88602.1,XP_012175449.1,3e-44
KMQ88603.1,XP_012174539.1,2e-103
KMQ88604.1,XP_012164807.1,1e-29
KMQ88605.1,XP_012174539.1,5e-33
KMQ88606.1,XP_003396199.1,3e-06
KMQ88609.1,XP_012174431.1,9e-15
KMQ88611.1,XP_012172381.1,3e-69
KMQ88612.1,XP_012175820.1,3e-115
KMQ88613.1,XP_012163865.1,3e-125
KMQ88614.1,XP_012164504.1,0.0
KMQ88616.1,XP_012176060.1,2e-159
KMQ88616.1,XP_012176060.1,3e-85
KMQ88618.1,XP_003395779.1,3e-141
KMQ88619.1,XP_012164300.1,6e-14
KMQ88619.1,XP_012164300.1,1e-10
KMQ88621.1,XP_012174469.1,1e-93
KMQ88626.1,XP_012174461.1,3e-125
KMQ88628.1,XP_012175336.1,2e-57
KMQ88629.1,XP_012171362.1,1e-07
KMQ88631.1,XP_003393421.1,1e-31
KMQ88632.1,XP_003403397.2,9e-70
KMQ88633.1,XP_012169521.1,3e-115
KMQ88634.1,XP_012166409.1,0.0
KMQ88635.1,XP_012171365.1,6e-09
KMQ88636.1,XP_012171366.1,3e-07
KMQ88637.1,XP_012170948.1,4e-49
KMQ88638.1,XP_012173096.1,2e-152
KMQ88639.1,XP_012163614.1,3e-98
KMQ88640.1,XP_012175596.1,3e-31
KMQ88641.1,XP_012175995.1,0.0
KMQ88642.1,XP_012174411.1,9e-14
KMQ88643.1,XP_003398902.1,3e-85
KMQ88644.1,XP_003395567.1,0.0
KMQ88646.1,XP_012165032.1,0.0
KMQ88650.1,XP_003393647.1,3e-25
KMQ88651.1,XP_012175267.1,2e-61
KMQ88652.1,XP_003403265.1,0.0
KMQ88653.1,XP_003395049.1,0.0
KMQ88654.1,XP_012163500.1,7e-23
KMQ88657.1,XP_003397497.1,0.0
KMQ88658.1,XP_012172904.1,3e-20
KMQ88659.1,XP_012170801.1,1e-60
KMQ88661.1,XP_012175004.1,3e-57
KMQ88662.1,XP_003393576.1,0.0
KMQ88663.1,XP_012174401.1,4e-139
KMQ88664.1,XP_012163988.1,0.0
KMQ88664.1,XP_012163988.1,5e-21
KMQ88665.1,XP_003394971.1,0.0
KMQ88668.1,XP_012166161.1,1e-43
KMQ88670.1,XP_003396582.1,1e-99
KMQ88670.1,XP_003396582.1,4e-14
KMQ88670.1,XP_003396582.1,6e-06
KMQ88671.1,XP_012174900.1,5e-70
KMQ88672.1,XP_012171986.1,3e-41
KMQ88673.1,XP_012174534.1,7e-12
KMQ88674.1,XP_003401775.1,1e-26
KMQ88675.1,XP_012170785.1,9e-138
KMQ88679.1,XP_003394352.1,6e-85
KMQ88680.1,XP_012176307.1,1e-97
KMQ88681.1,XP_003399529.1,8e-114
KMQ88683.1,XP_003399103.1,5e-124
KMQ88685.1,XP_012167630.1,2e-52
KMQ88686.1,XP_012167630.1,2e-52
KMQ88687.1,XP_003397601.1,3e-21
KMQ88688.1,XP_012167635.1,4e-63
KMQ88689.1,XP_012172860.1,7e-14
KMQ88690.1,XP_012174539.1,1e-06
KMQ88691.1,XP_012172861.1,7e-15
KMQ88692.1,XP_003400098.1,0.0
KMQ88693.1,XP_012170720.1,2e-78
KMQ88694.1,XP_012175519.1,3e-08
KMQ88697.1,XP_012175533.1,1e-39
KMQ88698.1,XP_012167954.1,0.0
KMQ88699.1,XP_012173844.1,1e-09
KMQ88699.1,XP_012173844.1,4e-07
KMQ88699.1,XP_012173844.1,1e-06
KMQ88700.1,XP_012167773.1,6e-116
KMQ88701.1,XP_003398517.1,0.0
KMQ88703.1,XP_012172982.1,6e-43
KMQ88704.1,XP_012171989.1,2e-10
KMQ88705.1,XP_012171921.1,1e-30
KMQ88706.1,XP_012164601.1,5e-33
KMQ88708.1,XP_012175268.1,7e-07
KMQ88709.1,XP_003393090.1,2e-49
KMQ88710.1,XP_003401948.1,0.0
KMQ88711.1,XP_012173209.1,4e-28
KMQ88712.1,XP_003392868.1,2e-53
KMQ88713.1,XP_003403114.2,4e-26
KMQ88714.1,XP_012166789.1,3e-129
KMQ88715.1,XP_003399368.1,7e-92
KMQ88717.1,XP_003401566.2,3e-05
KMQ88718.1,XP_012173021.1,5e-10
KMQ88719.1,XP_012171086.1,0.0
KMQ88720.1,XP_003398362.1,0.0
KMQ88721.1,XP_003399403.1,7e-36
KMQ88721.1,XP_003399403.1,2e-21
KMQ88722.1,XP_012167931.1,0.0
KMQ88724.1,XP_003400167.1,1e-148
KMQ88727.1,XP_012176307.1,7e-67
KMQ88728.1,XP_012173040.1,0.0
KMQ88728.1,XP_012173040.1,3e-06
KMQ88729.1,XP_003399870.1,1e-22
KMQ88730.1,XP_012163306.1,7e-157
KMQ88732.1,XP_003403121.1,0.0
KMQ88733.1,XP_012173997.1,1e-07
KMQ88734.1,XP_012175480.1,5e-06
KMQ88737.1,XP_012169595.1,8e-148
KMQ88738.1,XP_012173784.1,2e-10
KMQ88739.1,XP_012168776.1,4e-101
KMQ88739.1,XP_012168776.1,2e-19
KMQ88743.1,XP_012169152.1,3e-98
KMQ88744.1,XP_012174400.1,2e-08
KMQ88745.1,XP_012174400.1,4e-08
KMQ88750.1,XP_012164852.1,6e-77
KMQ88751.1,XP_012167352.1,7e-27
KMQ88758.1,XP_012173220.1,3e-14
KMQ88758.1,XP_012173220.1,1e-12
KMQ88760.1,XP_012173997.1,3e-31
KMQ88762.1,XP_012174276.1,2e-46
KMQ88765.1,XP_012174005.1,4e-12
KMQ88768.1,XP_012169227.1,0.0
KMQ88769.1,XP_003396093.1,7e-24
KMQ88775.1,XP_012175337.1,6e-08
KMQ88777.1,XP_012164519.1,1e-06
KMQ88779.1,XP_012170962.1,0.0
KMQ88780.1,XP_012171570.1,0.0
KMQ88781.1,XP_012168506.1,0.0
KMQ88782.1,XP_003401882.1,4e-123
KMQ88783.1,XP_012174221.1,4e-48
KMQ88784.1,XP_012164720.1,2e-63
KMQ88787.1,XP_003395499.1,5e-17
KMQ88787.1,XP_003395499.1,2e-11
KMQ88788.1,XP_003396116.1,2e-165
KMQ88789.1,XP_003398548.1,1e-25
KMQ88790.1,XP_012173399.1,0.0
KMQ88791.1,XP_003393511.1,2e-54
KMQ88792.1,XP_012165611.1,1e-102
KMQ88793.1,XP_012173299.1,4e-150
KMQ88794.1,XP_012171884.1,0.0
KMQ88794.1,XP_012171884.1,9e-15
KMQ88798.1,XP_012174408.1,2e-08
KMQ88799.1,XP_012173033.1,0.0
KMQ88800.1,XP_012176276.1,0.0
KMQ88800.1,XP_012176276.1,4e-179
KMQ88800.1,XP_012176276.1,7e-178
KMQ88800.1,XP_012176276.1,2e-177
KMQ88800.1,XP_012176276.1,1e-168
KMQ88800.1,XP_012176276.1,8e-167
KMQ88800.1,XP_012176276.1,8e-166
KMQ88800.1,XP_012176276.1,4e-165
KMQ88800.1,XP_012176276.1,6e-164
KMQ88800.1,XP_012176276.1,2e-162
KMQ88800.1,XP_012176276.1,3e-161
KMQ88800.1,XP_012176276.1,1e-160
KMQ88800.1,XP_012176276.1,4e-159
KMQ88800.1,XP_012176276.1,5e-159
KMQ88800.1,XP_012176276.1,5e-158
KMQ88800.1,XP_012176276.1,7e-158
KMQ88800.1,XP_012176276.1,1e-157
KMQ88800.1,XP_012176276.1,2e-157
KMQ88800.1,XP_012176276.1,7e-156
KMQ88800.1,XP_012176276.1,8e-156
KMQ88800.1,XP_012176276.1,2e-155
KMQ88800.1,XP_012176276.1,9e-154
KMQ88800.1,XP_012176276.1,4e-148
KMQ88800.1,XP_012176276.1,9e-145
KMQ88800.1,XP_012176276.1,4e-124
KMQ88800.1,XP_012176276.1,3e-120
KMQ88800.1,XP_012176276.1,3e-119
KMQ88800.1,XP_012176276.1,2e-111
KMQ88800.1,XP_012176276.1,4e-110
KMQ88800.1,XP_012176276.1,8e-99
KMQ88800.1,XP_012176276.1,2e-91
KMQ88800.1,XP_012176276.1,3e-88
KMQ88800.1,XP_012176276.1,6e-82
KMQ88800.1,XP_012176276.1,3e-71
KMQ88800.1,XP_012176276.1,7e-63
KMQ88800.1,XP_012176276.1,1e-48
KMQ88801.1,XP_012174897.1,1e-48
KMQ88802.1,XP_012171892.1,2e-75
KMQ88803.1,XP_003394531.1,6e-147
KMQ88804.1,XP_012164720.1,4e-53
KMQ88805.1,XP_012168080.1,5e-15
KMQ88806.1,XP_012169801.1,4e-21
KMQ88808.1,XP_003395212.1,0.0
KMQ88809.1,XP_003394167.1,0.0
KMQ88811.1,XP_012172632.1,3e-119
KMQ88811.1,XP_012172632.1,2e-09
KMQ88816.1,XP_012166301.1,2e-84
KMQ88818.1,XP_003395737.1,1e-48
KMQ88818.1,XP_003395737.1,9e-07
KMQ88819.1,XP_003395739.2,5e-91
KMQ88820.1,XP_012169268.1,9e-88
KMQ88821.1,XP_003401451.1,2e-164
KMQ88823.1,XP_012164913.1,0.0
KMQ88824.1,XP_012163716.1,4e-45
KMQ88825.1,XP_012165038.1,0.0
KMQ88826.1,XP_012175273.1,4e-15
KMQ88827.1,XP_003399108.2,5e-06
KMQ88829.1,XP_012165350.1,0.0
KMQ88829.1,XP_012165350.1,4e-163
KMQ88829.1,XP_012165350.1,5e-13
KMQ88829.1,XP_012165350.1,6e-10
KMQ88829.1,XP_012165350.1,7e-07
KMQ88832.1,XP_012171362.1,2e-05
KMQ88833.1,XP_012166157.1,3e-66
KMQ88834.1,XP_012164720.1,2e-13
KMQ88839.1,XP_012175060.1,2e-107
KMQ88840.1,XP_012170521.1,3e-69
KMQ88841.1,XP_003396046.1,3e-60
KMQ88845.1,XP_012173613.1,4e-51
KMQ88846.1,XP_012168080.1,7e-24
KMQ88848.1,XP_012168080.1,1e-19
KMQ88850.1,XP_012168660.1,3e-42
KMQ88851.1,XP_012168661.1,4e-95
KMQ88853.1,XP_012176276.1,0.0
KMQ88853.1,XP_012176276.1,5e-132
KMQ88853.1,XP_012176276.1,9e-106
KMQ88853.1,XP_012176276.1,1e-105
KMQ88853.1,XP_012176276.1,2e-102
KMQ88853.1,XP_012176276.1,1e-81
KMQ88853.1,XP_012176276.1,3e-79
KMQ88853.1,XP_012176276.1,1e-77
KMQ88853.1,XP_012176276.1,6e-76
KMQ88853.1,XP_012176276.1,2e-75
KMQ88853.1,XP_012176276.1,4e-75
KMQ88853.1,XP_012176276.1,2e-71
KMQ88853.1,XP_012176276.1,1e-67
KMQ88853.1,XP_012176276.1,2e-64
KMQ88853.1,XP_012176276.1,1e-61
KMQ88853.1,XP_012176276.1,3e-60
KMQ88853.1,XP_012176276.1,2e-55
KMQ88853.1,XP_012176276.1,1e-51
KMQ88853.1,XP_012176276.1,3e-47
KMQ88853.1,XP_012176276.1,1e-33
KMQ88853.1,XP_012176276.1,2e-19
KMQ88854.1,XP_012169132.1,5e-108
KMQ88855.1,XP_012174539.1,0.0
KMQ88860.1,XP_012168154.1,7e-44
KMQ88861.1,XP_012163093.1,0.0
KMQ88862.1,XP_003393035.1,1e-126
KMQ88863.1,XP_012163105.1,0.0
KMQ88864.1,XP_003399435.1,2e-101
KMQ88866.1,XP_012172982.1,4e-39
KMQ88867.1,XP_012171989.1,5e-44
KMQ88868.1,XP_003402135.1,0.0
KMQ88869.1,XP_003402137.1,2e-32
KMQ88870.1,XP_003394931.1,2e-66
KMQ88871.1,XP_012172982.1,1e-40
KMQ88874.1,XP_012168080.1,1e-15
KMQ88874.1,XP_012168080.1,3e-05
KMQ88875.1,XP_012173997.1,1e-27
KMQ88876.1,XP_012174211.1,3e-18
KMQ88877.1,XP_012172982.1,2e-13
KMQ88879.1,XP_012172982.1,4e-40
KMQ88882.1,XP_012170635.1,2e-42
KMQ88884.1,XP_012172025.1,8e-82
KMQ88885.1,XP_012175519.1,2e-20
KMQ88886.1,XP_012175268.1,3e-06
KMQ88888.1,XP_012164474.1,0.0
KMQ88890.1,XP_003394578.1,0.0
KMQ88890.1,XP_003394578.1,1e-06
KMQ88891.1,XP_012167116.1,0.0
KMQ88891.1,XP_012167116.1,2e-20
KMQ88891.1,XP_012167116.1,5e-15
KMQ88891.1,XP_012167116.1,2e-06
KMQ88893.1,XP_012172982.1,4e-21
KMQ88894.1,XP_012173997.1,3e-33
KMQ88895.1,XP_012172926.1,2e-101
KMQ88896.1,XP_012164650.1,7e-06
KMQ88898.1,XP_012168738.1,2e-17
KMQ88902.1,XP_012164720.1,1e-69
KMQ88903.1,XP_003395102.1,0.0
KMQ88904.1,XP_003397740.1,8e-77
KMQ88905.1,XP_012176065.1,1e-24
KMQ88909.1,XP_012175519.1,4e-26
KMQ88910.1,XP_012166136.1,2e-66
KMQ88911.1,XP_012175524.1,2e-32
KMQ88912.1,XP_012164275.1,3e-95
KMQ88913.1,XP_003394856.1,2e-79
KMQ88914.1,XP_012175550.1,1e-71
KMQ88917.1,XP_012174539.1,7e-08
KMQ88918.1,XP_012174900.1,2e-16
KMQ88919.1,XP_003393388.2,0.0
KMQ88920.1,XP_003401691.1,1e-165
KMQ88920.1,XP_003401691.1,3e-120
KMQ88921.1,XP_003402026.1,2e-144
KMQ88922.1,XP_012175268.1,2e-05
KMQ88925.1,XP_012174411.1,3e-18
KMQ88927.1,XP_003394628.1,0.0
KMQ88928.1,XP_012165634.1,0.0
KMQ88929.1,XP_012170615.1,0.0
KMQ88930.1,XP_003399956.1,4e-53
KMQ88933.1,XP_012166669.1,2e-09
KMQ88934.1,XP_012169975.1,3e-56
KMQ88935.1,XP_012166216.1,2e-98
KMQ88936.1,XP_003403382.1,8e-53
KMQ88937.1,XP_003399344.1,0.0
KMQ88937.1,XP_003399344.1,4e-18
KMQ88938.1,XP_012166094.1,1e-47
KMQ88939.1,XP_012171067.1,1e-41
KMQ88939.1,XP_012171067.1,6e-37
KMQ88939.1,XP_012171067.1,1e-19
KMQ88939.1,XP_012171067.1,3e-15
KMQ88939.1,XP_012171067.1,1e-13
KMQ88941.1,XP_012166434.1,5e-67
KMQ88942.1,XP_012164720.1,4e-55
KMQ88944.1,XP_012164720.1,4e-12
KMQ88945.1,XP_012168080.1,2e-24
KMQ88948.1,XP_012173833.1,7e-28
KMQ88949.1,XP_012173831.1,2e-17
KMQ88951.1,XP_012171921.1,2e-28
KMQ88952.1,XP_012172982.1,1e-51
KMQ88954.1,XP_003398885.1,0.0
KMQ88956.1,NP_001267840.1,9e-77
KMQ88957.1,XP_003392880.2,3e-09
KMQ88959.1,XP_012175519.1,2e-20
KMQ88960.1,XP_012170000.1,1e-92
KMQ88961.1,XP_012170000.1,1e-92
KMQ88962.1,XP_003397814.1,1e-178
KMQ88963.1,XP_012174712.1,1e-135
KMQ88964.1,XP_012175337.1,1e-19
KMQ88965.1,XP_012174221.1,2e-72
KMQ88966.1,XP_012164720.1,3e-46
KMQ88967.1,XP_012168726.1,8e-79
KMQ88967.1,XP_012168726.1,3e-18
KMQ88968.1,XP_012176696.1,1e-09
KMQ88969.1,XP_012170432.1,4e-150
KMQ88970.1,XP_003397455.1,3e-140
KMQ88971.1,XP_012166161.1,0.0
KMQ88972.1,XP_012174539.1,0.0
KMQ88973.1,XP_012171988.1,2e-34
KMQ88974.1,XP_003402222.1,8e-06
KMQ88976.1,XP_012175539.1,2e-41
KMQ88977.1,XP_012175533.1,4e-42
KMQ88978.1,XP_003393379.1,6e-118
KMQ88979.1,XP_003393379.1,3e-163
KMQ88980.1,XP_003395953.1,1e-95
KMQ88981.1,XP_012173830.1,3e-58
KMQ88983.1,XP_012174411.1,3e-09
KMQ88985.1,XP_012170825.1,0.0
KMQ88986.1,XP_012169484.1,3e-44
KMQ88989.1,XP_012171629.1,2e-08
KMQ88991.1,XP_003403030.1,0.0
KMQ88991.1,XP_003403030.1,1e-39
KMQ88992.1,XP_003396783.2,4e-36
KMQ88992.1,XP_003396783.2,3e-21
KMQ88992.1,XP_003396783.2,7e-21
KMQ88992.1,XP_003396783.2,2e-20
KMQ88994.1,XP_012174395.1,7e-24
KMQ88997.1,XP_012170067.1,0.0
KMQ88998.1,XP_003399712.1,6e-36
KMQ88999.1,XP_012168080.1,4e-86
KMQ88999.1,XP_012168080.1,1e-20
KMQ89002.1,XP_012165525.1,7e-64
KMQ89003.1,XP_003396734.1,1e-31
KMQ89004.1,XP_012176065.1,4e-105
KMQ89004.1,XP_012176065.1,2e-47
KMQ89006.1,XP_003400742.1,2e-145
KMQ89009.1,XP_012172982.1,2e-48
KMQ89011.1,XP_012167396.1,0.0
KMQ89012.1,XP_012170579.1,0.0
KMQ89013.1,XP_012168095.1,5e-146
KMQ89014.1,XP_012173997.1,8e-19
KMQ89015.1,XP_003393379.1,3e-163
KMQ89016.1,XP_003393379.1,4e-161
KMQ89017.1,XP_012176307.1,1e-47
KMQ89018.1,XP_003398089.1,1e-163
KMQ89020.1,XP_003397129.1,0.0
KMQ89021.1,XP_003395769.1,4e-66
KMQ89022.1,XP_003400845.1,2e-33
KMQ89023.1,XP_003401176.1,4e-32
KMQ89025.1,XP_012166386.1,0.0
KMQ89025.1,XP_012166386.1,9e-117
KMQ89026.1,XP_012176542.1,6e-82
KMQ89027.1,XP_012166971.1,1e-140
KMQ89028.1,XP_012166968.1,0.0
KMQ89029.1,XP_003396034.1,0.0
KMQ89031.1,XP_003397215.1,0.0
KMQ89035.1,XP_003397934.1,1e-43
KMQ89036.1,XP_003395612.1,4e-05
KMQ89037.1,XP_012175164.1,4e-179
KMQ89038.1,XP_012163601.1,3e-83
KMQ89039.1,XP_003395150.1,1e-90
KMQ89040.1,XP_012172982.1,2e-42
KMQ89040.1,XP_012172982.1,2e-41
KMQ89041.1,XP_012176306.1,3e-16
KMQ89042.1,XP_012170612.1,6e-47
KMQ89043.1,XP_012170614.1,0.0
KMQ89046.1,XP_012175455.1,2e-05
KMQ89047.1,XP_012175268.1,1e-08
KMQ89049.1,XP_012164720.1,2e-46
KMQ89050.1,XP_012175533.1,2e-10
KMQ89051.1,XP_012175336.1,2e-07
KMQ89052.1,XP_003399540.1,0.0
KMQ89053.1,XP_012170008.1,0.0
KMQ89054.1,XP_003399603.1,0.0
KMQ89057.1,XP_012174699.1,3e-10
KMQ89057.1,XP_012174699.1,1e-08
KMQ89058.1,XP_012172308.1,2e-09
KMQ89059.1,XP_012166537.1,4e-08
KMQ89060.1,XP_012172171.1,4e-108
KMQ89061.1,XP_012164496.1,7e-42
KMQ89061.1,XP_012164496.1,7e-06
KMQ89064.1,XP_012163075.1,4e-65
KMQ89065.1,XP_012175876.1,7e-24
KMQ89066.1,XP_003394115.1,0.0
KMQ89067.1,XP_012172338.1,2e-104
KMQ89072.1,XP_003402957.1,4e-09
KMQ89074.1,XP_003395691.1,5e-97
KMQ89075.1,XP_003402056.1,0.0
KMQ89076.1,XP_012173829.1,4e-110
KMQ89077.1,XP_012173830.1,1e-174
KMQ89078.1,XP_012167635.1,8e-35
KMQ89079.1,XP_012174517.1,7e-13
KMQ89080.1,XP_012175449.1,1e-88
KMQ89081.1,XP_012169807.1,1e-118
KMQ89082.1,XP_003397608.1,1e-12
KMQ89083.1,XP_003397742.1,0.0
KMQ89084.1,XP_012174370.1,0.0
KMQ89087.1,XP_003400510.1,1e-27
KMQ89088.1,XP_012169631.1,0.0
KMQ89090.1,XP_003395871.1,0.0
KMQ89091.1,XP_003400999.1,5e-109
KMQ89091.1,XP_003400999.1,2e-12
KMQ89092.1,XP_012173997.1,1e-35
KMQ89093.1,XP_012171989.1,3e-15
KMQ89094.1,XP_012172982.1,3e-43
KMQ89098.1,XP_012174400.1,3e-09
KMQ89100.1,XP_012164720.1,1e-50
KMQ89101.1,XP_003392868.1,9e-06
KMQ89102.1,XP_003393362.1,1e-95
KMQ89103.1,XP_003402705.1,2e-94
KMQ89105.1,XP_012164720.1,0.0
KMQ89105.1,XP_012164720.1,4e-30
KMQ89107.1,XP_012172861.1,1e-19
KMQ89108.1,XP_012169516.1,5e-07
KMQ89109.1,XP_003401305.1,0.0
KMQ89110.1,XP_003401299.1,4e-160
KMQ89110.1,XP_003401299.1,6e-26
KMQ89111.1,XP_003401299.1,5e-92
KMQ89112.1,XP_012175091.1,3e-145
KMQ89113.1,XP_012170578.1,0.0
KMQ89114.1,XP_012176102.1,0.0
KMQ89115.1,XP_012174147.1,4e-85
KMQ89115.1,XP_012174147.1,3e-28
KMQ89116.1,XP_012165699.1,1e-47
KMQ89117.1,XP_003395076.1,1e-46
KMQ89118.1,XP_012171593.1,0.0
KMQ89120.1,XP_012174539.1,0.0
KMQ89121.1,XP_012172861.1,2e-20
KMQ89122.1,XP_012168913.1,0.0
KMQ89122.1,XP_012168913.1,4e-24
KMQ89122.1,XP_012168913.1,1e-22
KMQ89122.1,XP_012168913.1,6e-08
KMQ89122.1,XP_012168913.1,2e-07
KMQ89123.1,XP_012170297.1,1e-35
KMQ89124.1,XP_003399763.1,0.0
KMQ89127.1,XP_003398881.1,2e-53
KMQ89128.1,XP_012175454.1,2e-109
KMQ89129.1,XP_012171336.1,1e-112
KMQ89130.1,XP_012171345.1,2e-100
KMQ89131.1,XP_012169094.1,0.0
KMQ89132.1,XP_012169103.1,6e-98
KMQ89134.1,XP_012173831.1,1e-34
KMQ89135.1,XP_012175524.1,5e-54
KMQ89136.1,XP_012172085.1,0.0
KMQ89137.1,XP_012164275.1,3e-95
KMQ89138.1,XP_012171700.1,1e-170
KMQ89139.1,XP_003395954.1,2e-166
KMQ89140.1,XP_012164553.1,3e-111
KMQ89141.1,XP_003401084.1,0.0
KMQ89142.1,XP_003397617.1,1e-169
KMQ89143.1,XP_003397616.1,5e-100
KMQ89144.1,XP_003395914.1,0.0
KMQ89145.1,XP_003400838.1,2e-70
KMQ89146.1,XP_012164809.1,0.0
KMQ89149.1,XP_012174528.1,4e-08
KMQ89151.1,XP_012174391.1,0.0
KMQ89152.1,XP_003403221.1,0.0
KMQ89153.1,XP_003395568.1,6e-80
