lf,am,evalue
TRINITY_DN11438_c0_g1_i1|m.34474,XP_012175562.1,0.0
TRINITY_DN11440_c0_g1_i1|m.34508,XP_012167374.1,9e-131
TRINITY_DN11441_c0_g1_i1|m.34909,XP_003393017.1,9e-133
TRINITY_DN11443_c0_g1_i1|m.34692,XP_012172678.1,4e-58
TRINITY_DN11443_c0_g1_i1|m.34689,XP_003401457.1,0.0
TRINITY_DN11446_c0_g1_i1|m.34821,XP_003393657.1,2e-28
TRINITY_DN11447_c0_g1_i1|m.34654,XP_012163338.1,5e-103
TRINITY_DN11447_c1_g1_i1|m.34658,XP_012163338.1,0.0
TRINITY_DN11448_c0_g1_i1|m.34900,XP_003395582.1,0.0
TRINITY_DN11449_c0_g1_i1|m.34669,XP_012173702.1,0.0
TRINITY_DN11449_c0_g2_i1|m.34670,XP_012173702.1,4e-85
TRINITY_DN1144_c0_g1_i1|m.34399,XP_012170452.1,4e-38
TRINITY_DN11450_c0_g1_i1|m.34948,XP_003402291.2,0.0
TRINITY_DN11450_c0_g2_i1|m.34958,XP_003402291.2,8e-170
TRINITY_DN11454_c1_g1_i1|m.34666,XP_012173008.1,0.0
TRINITY_DN11455_c0_g1_i1|m.34847,XP_012175544.1,0.0
TRINITY_DN11456_c0_g1_i1|m.34816,XP_012173858.1,0.0
TRINITY_DN11459_c0_g1_i1|m.34625,XP_012172366.1,1e-159
TRINITY_DN11459_c0_g1_i1|m.34624,XP_012172367.1,0.0
TRINITY_DN11461_c0_g1_i1|m.34962,XP_003398243.1,1e-97
TRINITY_DN11462_c0_g1_i1|m.34926,XP_012169222.1,1e-24
TRINITY_DN11465_c0_g1_i1|m.34963,XP_012163097.1,0.0
TRINITY_DN11466_c0_g1_i1|m.34974,XP_012164180.1,3e-129
TRINITY_DN11467_c0_g1_i1|m.34522,XP_012170508.1,2e-131
TRINITY_DN11467_c0_g2_i1|m.34523,XP_012170506.1,2e-89
TRINITY_DN11467_c0_g3_i1|m.34526,XP_012170508.1,2e-106
TRINITY_DN11468_c0_g1_i1|m.34878,XP_012175561.1,1e-75
TRINITY_DN11469_c0_g1_i1|m.34549,XP_003397544.1,9e-115
TRINITY_DN11470_c0_g1_i1|m.34810,XP_012167789.1,2e-156
TRINITY_DN11470_c0_g1_i1|m.34810,XP_012167789.1,1e-07
TRINITY_DN11471_c0_g1_i1|m.34892,XP_003398319.1,0.0
TRINITY_DN11473_c0_g1_i1|m.34946,XP_012173097.1,0.0
TRINITY_DN11474_c1_g1_i1|m.34626,XP_003400863.1,0.0
TRINITY_DN11474_c1_g1_i1|m.34627,XP_012171612.1,0.0
TRINITY_DN11477_c0_g1_i1|m.34501,XP_012172327.1,0.0
TRINITY_DN11478_c0_g1_i1|m.34842,XP_012175264.1,0.0
TRINITY_DN11478_c0_g1_i1|m.34842,XP_012175264.1,2e-72
TRINITY_DN11478_c0_g1_i1|m.34842,XP_012175264.1,2e-54
TRINITY_DN11478_c0_g1_i1|m.34842,XP_012175264.1,8e-48
TRINITY_DN11478_c0_g1_i1|m.34842,XP_012175264.1,1e-35
TRINITY_DN11478_c0_g1_i1|m.34842,XP_012175264.1,3e-34
TRINITY_DN11479_c0_g1_i1|m.34610,XP_003395299.2,0.0
TRINITY_DN11480_c0_g1_i1|m.34830,XP_003402478.1,8e-39
TRINITY_DN11481_c0_g1_i1|m.34908,XP_012167804.1,4e-143
TRINITY_DN11482_c0_g1_i1|m.34536,XP_003397783.1,2e-155
TRINITY_DN11483_c0_g1_i1|m.34968,XP_012174294.1,0.0
TRINITY_DN11484_c1_g2_i1|m.34855,XP_012165953.1,2e-85
TRINITY_DN11484_c2_g1_i1|m.34856,XP_012172719.1,0.0
TRINITY_DN11485_c0_g1_i1|m.34887,XP_003393419.1,7e-148
TRINITY_DN11485_c0_g1_i1|m.34886,XP_003393420.1,0.0
TRINITY_DN11486_c0_g1_i1|m.34553,XP_012164521.1,2e-111
TRINITY_DN11487_c0_g1_i1|m.34882,XP_003397955.1,0.0
TRINITY_DN11488_c1_g1_i1|m.34673,XP_012173898.1,0.0
TRINITY_DN11488_c1_g2_i1|m.34680,XP_012173898.1,2e-13
TRINITY_DN11489_c0_g1_i1|m.34971,XP_003398385.1,0.0
TRINITY_DN11490_c0_g1_i1|m.34561,XP_003401407.1,4e-75
TRINITY_DN11490_c0_g2_i1|m.34565,XP_012172579.1,3e-83
TRINITY_DN11490_c0_g2_i1|m.34563,XP_012172573.1,2e-119
TRINITY_DN11490_c0_g3_i1|m.34583,XP_003401407.1,0.0
TRINITY_DN11491_c1_g1_i1|m.34960,XP_003392935.1,0.0
TRINITY_DN11492_c0_g1_i1|m.34533,XP_003396691.1,4e-94
TRINITY_DN11492_c0_g1_i1|m.34532,XP_003396691.1,4e-94
TRINITY_DN11493_c0_g1_i1|m.34472,XP_003397603.1,0.0
TRINITY_DN11494_c0_g1_i1|m.34617,XP_003396474.1,2e-176
TRINITY_DN11494_c0_g1_i1|m.34619,XP_012165486.1,6e-48
TRINITY_DN11494_c0_g2_i1|m.34623,XP_003396474.1,2e-68
TRINITY_DN11495_c0_g1_i1|m.34979,XP_003401753.1,6e-106
TRINITY_DN11496_c2_g1_i1|m.34672,XP_003398681.1,9e-28
TRINITY_DN11497_c0_g2_i1|m.34463,XP_012172723.1,9e-07
TRINITY_DN11497_c0_g2_i1|m.34463,XP_012172723.1,9e-06
TRINITY_DN11497_c0_g3_i1|m.34464,XP_012172723.1,0.0
TRINITY_DN11498_c0_g1_i1|m.34823,XP_012169641.1,5e-156
TRINITY_DN11498_c0_g1_i1|m.34823,XP_012169641.1,2e-08
TRINITY_DN11498_c0_g1_i1|m.34822,XP_012169640.1,0.0
TRINITY_DN11498_c0_g1_i1|m.34822,XP_012169640.1,8e-15
TRINITY_DN11498_c0_g1_i1|m.34822,XP_012169640.1,2e-09
TRINITY_DN11499_c0_g1_i1|m.34927,XP_012172142.1,3e-30
TRINITY_DN1149_c0_g1_i1|m.34361,XP_012174110.1,8e-24
TRINITY_DN11501_c0_g2_i1|m.14954,XP_012164537.1,0.0
TRINITY_DN11503_c0_g2_i1|m.15260,XP_003400798.1,0.0
TRINITY_DN11504_c0_g1_i1|m.15131,XP_012170995.1,0.0
TRINITY_DN11504_c0_g1_i1|m.15131,XP_012170995.1,8e-20
TRINITY_DN11506_c0_g1_i1|m.15162,XP_003397478.1,0.0
TRINITY_DN11507_c0_g1_i1|m.15323,XP_003393581.1,1e-102
TRINITY_DN11507_c0_g1_i1|m.15322,XP_003400733.1,0.0
TRINITY_DN11508_c0_g1_i1|m.15232,XP_003403076.1,3e-87
TRINITY_DN11509_c0_g1_i1|m.14865,XP_012167190.1,6e-99
TRINITY_DN11509_c0_g1_i1|m.14864,XP_012167196.1,8e-165
TRINITY_DN11510_c0_g1_i1|m.15328,XP_012173454.1,0.0
TRINITY_DN11511_c0_g1_i1|m.14910,XP_003394859.1,0.0
TRINITY_DN11511_c0_g1_i1|m.14910,XP_003394859.1,3e-16
TRINITY_DN11513_c0_g1_i1|m.15311,XP_012166668.1,1e-177
TRINITY_DN11515_c0_g1_i1|m.15243,XP_003393660.1,1e-84
TRINITY_DN11516_c0_g1_i1|m.15246,XP_003394687.1,1e-47
TRINITY_DN11516_c0_g1_i1|m.15244,XP_003394686.1,0.0
TRINITY_DN11517_c0_g1_i1|m.14992,XP_003400646.2,8e-97
TRINITY_DN11519_c0_g1_i1|m.15084,XP_012164440.1,1e-81
TRINITY_DN1151_c0_g1_i1|m.34401,XP_012176053.1,1e-98
TRINITY_DN1151_c0_g2_i1|m.34402,XP_012176053.1,3e-99
TRINITY_DN11520_c0_g1_i1|m.15089,XP_003397472.1,2e-133
TRINITY_DN11521_c0_g1_i1|m.15099,XP_012171842.1,2e-159
TRINITY_DN11523_c0_g1_i1|m.15046,XP_012175393.1,0.0
TRINITY_DN11523_c0_g1_i1|m.15047,XP_012175398.1,5e-75
TRINITY_DN11524_c0_g1_i1|m.15178,XP_012168797.1,0.0
TRINITY_DN11525_c0_g1_i1|m.15216,XP_012169113.1,2e-57
TRINITY_DN11525_c0_g1_i1|m.15217,XP_012169113.1,1e-61
TRINITY_DN11526_c0_g1_i1|m.15077,XP_012174083.1,1e-92
TRINITY_DN11526_c0_g1_i1|m.15078,XP_012174202.1,2e-50
TRINITY_DN11526_c0_g2_i1|m.15079,XP_012174083.1,1e-88
TRINITY_DN11528_c0_g1_i1|m.14989,NP_001267835.1,0.0
TRINITY_DN11529_c0_g3_i1|m.15344,XP_012174361.1,2e-75
TRINITY_DN1152_c0_g1_i1|m.34395,XP_012176573.1,7e-133
TRINITY_DN11530_c0_g1_i1|m.15222,XP_012174688.1,0.0
TRINITY_DN11531_c0_g1_i1|m.14925,XP_003399774.1,1e-54
TRINITY_DN11531_c0_g2_i1|m.14926,XP_003399774.1,1e-54
TRINITY_DN11531_c0_g3_i1|m.14927,XP_003399774.1,1e-54
TRINITY_DN11531_c0_g4_i1|m.14928,XP_003399774.1,1e-54
TRINITY_DN11531_c0_g5_i1|m.14929,XP_003399774.1,1e-54
TRINITY_DN11531_c0_g6_i1|m.14930,XP_003399774.1,1e-54
TRINITY_DN11531_c0_g7_i1|m.14931,XP_003399774.1,1e-54
TRINITY_DN11532_c1_g1_i1|m.15312,XP_012167008.1,4e-88
TRINITY_DN11533_c0_g1_i1|m.14859,XP_003394694.1,6e-58
TRINITY_DN11534_c0_g1_i1|m.15230,XP_012175654.1,1e-53
TRINITY_DN11534_c0_g2_i1|m.15231,XP_012175654.1,1e-53
TRINITY_DN11535_c0_g1_i1|m.15271,XP_012174030.1,0.0
TRINITY_DN11537_c2_g2_i1|m.15066,XP_012163406.1,5e-73
TRINITY_DN11537_c2_g3_i1|m.15069,XP_012172219.1,0.0
TRINITY_DN11539_c1_g1_i1|m.15226,XP_012176723.1,9e-10
TRINITY_DN11540_c0_g2_i1|m.14919,XP_012172505.1,5e-73
TRINITY_DN11540_c0_g3_i1|m.14920,XP_012172505.1,0.0
TRINITY_DN11540_c0_g3_i1|m.14921,XP_012172503.1,3e-104
TRINITY_DN11541_c0_g1_i1|m.15262,XP_003394970.1,0.0
TRINITY_DN11542_c0_g1_i1|m.14974,XP_003393022.1,0.0
TRINITY_DN11542_c0_g2_i1|m.14976,XP_003393022.1,8e-158
TRINITY_DN11542_c0_g3_i1|m.14977,XP_003393022.1,3e-128
TRINITY_DN11543_c0_g1_i1|m.15074,XP_012168286.1,0.0
TRINITY_DN11544_c0_g1_i1|m.14832,XP_003398664.1,0.0
TRINITY_DN11545_c0_g1_i1|m.14996,XP_012169967.1,2e-98
TRINITY_DN11546_c0_g1_i1|m.15268,XP_012163229.1,0.0
TRINITY_DN11547_c0_g1_i1|m.14932,XP_012169736.1,0.0
TRINITY_DN11549_c0_g1_i1|m.15122,XP_003394554.2,9e-29
TRINITY_DN11549_c0_g2_i1|m.15130,XP_003394554.2,5e-13
TRINITY_DN11550_c0_g1_i1|m.15023,XP_012166077.1,3e-162
TRINITY_DN11550_c0_g1_i1|m.15024,XP_012166077.1,7e-62
TRINITY_DN11552_c0_g1_i1|m.15326,XP_003402763.1,0.0
TRINITY_DN11554_c0_g1_i1|m.14995,XP_012166369.1,0.0
TRINITY_DN11555_c0_g1_i1|m.15049,XP_012176637.1,0.0
TRINITY_DN11555_c0_g1_i1|m.15049,XP_012176637.1,5e-37
TRINITY_DN11555_c0_g1_i1|m.15049,XP_012176637.1,7e-31
TRINITY_DN11555_c0_g1_i1|m.15049,XP_012176637.1,8e-17
TRINITY_DN11555_c1_g1_i1|m.15051,XP_012176638.1,0.0
TRINITY_DN11555_c1_g1_i1|m.15051,XP_012176638.1,3e-33
TRINITY_DN11555_c1_g1_i1|m.15051,XP_012176638.1,9e-31
TRINITY_DN11555_c1_g1_i1|m.15051,XP_012176638.1,1e-12
TRINITY_DN11555_c1_g1_i1|m.15051,XP_012176638.1,1e-08
TRINITY_DN11555_c2_g1_i1|m.15052,XP_012176637.1,1e-161
TRINITY_DN11555_c2_g1_i1|m.15052,XP_012176637.1,3e-26
TRINITY_DN11555_c2_g1_i1|m.15052,XP_012176637.1,7e-21
TRINITY_DN11555_c2_g1_i1|m.15052,XP_012176637.1,4e-11
TRINITY_DN11555_c2_g1_i1|m.15052,XP_012176637.1,3e-05
TRINITY_DN11557_c0_g2_i1|m.15141,XP_003393447.1,6e-138
TRINITY_DN11558_c0_g1_i1|m.15233,XP_003393813.1,0.0
TRINITY_DN11559_c0_g1_i1|m.15186,XP_012163701.1,4e-47
TRINITY_DN11559_c0_g1_i1|m.15187,XP_003392898.1,1e-24
TRINITY_DN11560_c0_g1_i1|m.15044,XP_012174155.1,0.0
TRINITY_DN11561_c0_g1_i1|m.14892,XP_012167768.1,2e-13
TRINITY_DN11561_c0_g1_i1|m.14891,XP_003398097.2,0.0
TRINITY_DN11562_c2_g1_i1|m.15167,XP_012167588.1,0.0
TRINITY_DN11562_c2_g4_i1|m.15169,XP_012167588.1,0.0
TRINITY_DN11563_c0_g1_i1|m.14830,XP_012172241.1,0.0
TRINITY_DN11564_c1_g2_i1|m.15058,XP_012171991.1,0.0
TRINITY_DN11566_c0_g1_i1|m.14882,XP_012165446.1,6e-119
TRINITY_DN11566_c0_g2_i1|m.14883,XP_012165446.1,0.0
TRINITY_DN11567_c0_g1_i1|m.15157,XP_012176133.1,0.0
TRINITY_DN11568_c1_g1_i1|m.15255,XP_003394332.1,0.0
TRINITY_DN11569_c0_g1_i1|m.14959,XP_012166998.1,0.0
TRINITY_DN11569_c0_g2_i1|m.14966,XP_012166997.1,0.0
TRINITY_DN1156_c0_g1_i1|m.34393,XP_003401291.1,0.0
TRINITY_DN11570_c0_g1_i1|m.15258,XP_003403090.1,0.0
TRINITY_DN11571_c0_g1_i1|m.15265,XP_012175522.1,5e-79
TRINITY_DN11571_c0_g2_i1|m.15266,XP_012175522.1,0.0
TRINITY_DN11571_c0_g3_i1|m.15267,XP_003393865.1,8e-38
TRINITY_DN11572_c0_g1_i1|m.14881,XP_012164158.1,0.0
TRINITY_DN11573_c1_g1_i1|m.15094,XP_003402423.1,9e-113
TRINITY_DN11575_c0_g1_i1|m.14879,XP_012164781.1,2e-97
TRINITY_DN11576_c0_g1_i1|m.15294,XP_012165146.1,0.0
TRINITY_DN11577_c0_g1_i1|m.15143,XP_003401442.1,0.0
TRINITY_DN11578_c0_g2_i1|m.14978,XP_012173618.1,0.0
TRINITY_DN11579_c0_g1_i1|m.15000,XP_012166053.1,0.0
TRINITY_DN11580_c0_g1_i1|m.15293,XP_012166722.1,7e-06
TRINITY_DN11581_c0_g1_i1|m.15109,XP_003401311.2,0.0
TRINITY_DN11582_c0_g1_i1|m.15073,XP_012164035.1,0.0
TRINITY_DN11583_c0_g1_i1|m.14855,XP_012164136.1,1e-85
TRINITY_DN11584_c0_g1_i1|m.15224,XP_012171731.1,0.0
TRINITY_DN11585_c0_g1_i1|m.15335,XP_012170013.1,0.0
TRINITY_DN11586_c0_g1_i1|m.15134,XP_012167217.1,0.0
TRINITY_DN11587_c3_g1_i1|m.15284,XP_003397554.2,0.0
TRINITY_DN11587_c3_g1_i1|m.15283,XP_003397553.1,0.0
TRINITY_DN11588_c0_g2_i1|m.15072,XP_003399831.1,4e-82
TRINITY_DN11589_c0_g1_i1|m.14967,XP_012173043.1,0.0
TRINITY_DN11589_c0_g1_i1|m.14967,XP_012173043.1,2e-117
TRINITY_DN11590_c0_g1_i1|m.15315,XP_012165249.1,5e-80
TRINITY_DN11591_c0_g1_i1|m.15081,XP_003403012.2,2e-06
TRINITY_DN11591_c0_g1_i1|m.15081,XP_003403012.2,5e-06
TRINITY_DN11592_c1_g1_i1|m.15054,XP_003397456.1,0.0
TRINITY_DN11593_c0_g1_i1|m.14987,XP_012175109.1,0.0
TRINITY_DN11594_c0_g1_i1|m.15154,XP_003398251.1,0.0
TRINITY_DN11595_c0_g2_i1|m.15086,XP_003393444.1,1e-71
TRINITY_DN11596_c0_g1_i1|m.15020,XP_012167770.1,0.0
TRINITY_DN11597_c0_g1_i1|m.15146,XP_003403327.1,2e-26
TRINITY_DN11597_c0_g2_i1|m.15148,XP_003403327.1,7e-129
TRINITY_DN11597_c0_g2_i1|m.15147,XP_003403327.1,0.0
TRINITY_DN11598_c0_g1_i1|m.14971,XP_012173919.1,0.0
TRINITY_DN11598_c0_g1_i1|m.14972,XP_012173919.1,7e-17
TRINITY_DN11599_c0_g1_i1|m.15171,XP_003395235.1,3e-05
TRINITY_DN1159_c0_g1_i1|m.34403,XP_012166736.1,3e-108
TRINITY_DN1159_c0_g1_i1|m.34403,XP_012166736.1,8e-06
TRINITY_DN115_c0_g1_i1|m.49598,XP_012169288.1,3e-91
TRINITY_DN115_c0_g2_i1|m.49599,XP_012169288.1,3e-91
TRINITY_DN11600_c0_g1_i1|m.28217,XP_003393471.1,0.0
TRINITY_DN11601_c0_g1_i1|m.28421,XP_012165998.1,0.0
TRINITY_DN11602_c0_g1_i1|m.28427,XP_003397436.1,0.0
TRINITY_DN11603_c2_g1_i1|m.28515,XP_012170915.1,0.0
TRINITY_DN11604_c0_g1_i1|m.28524,XP_012174078.1,5e-86
TRINITY_DN11605_c0_g1_i1|m.28389,XP_003402526.2,0.0
TRINITY_DN11606_c1_g1_i1|m.28442,XP_012176289.1,3e-57
TRINITY_DN11607_c0_g1_i1|m.28303,XP_012171231.1,0.0
TRINITY_DN11607_c0_g2_i1|m.28309,XP_003401768.1,2e-88
TRINITY_DN11608_c0_g2_i1|m.28202,XP_012176656.1,0.0
TRINITY_DN11609_c0_g2_i1|m.28268,XP_012172275.1,0.0
TRINITY_DN11610_c0_g1_i1|m.28495,XP_012174551.1,2e-166
TRINITY_DN11610_c0_g1_i1|m.28494,XP_012174551.1,0.0
TRINITY_DN11611_c0_g1_i1|m.28624,XP_012163095.1,3e-158
TRINITY_DN11611_c0_g1_i1|m.28624,XP_012163095.1,2e-18
TRINITY_DN11612_c0_g1_i1|m.28471,XP_012175807.1,2e-129
TRINITY_DN11613_c0_g1_i1|m.28300,XP_003399162.1,9e-121
TRINITY_DN11614_c0_g1_i1|m.28205,XP_012163838.1,2e-07
TRINITY_DN11614_c0_g2_i1|m.28208,XP_012163838.1,2e-72
TRINITY_DN11615_c0_g1_i1|m.28417,XP_012172040.1,1e-99
TRINITY_DN11616_c0_g2_i1|m.28660,XP_012167790.1,1e-32
TRINITY_DN11620_c0_g1_i1|m.28663,XP_012165033.1,0.0
TRINITY_DN11620_c0_g1_i1|m.28664,XP_012165033.1,8e-53
TRINITY_DN11623_c0_g1_i1|m.28620,XP_003401396.1,4e-64
TRINITY_DN11623_c0_g1_i1|m.28619,XP_003401484.2,0.0
TRINITY_DN11624_c0_g1_i1|m.28274,XP_012166054.1,1e-97
TRINITY_DN11624_c0_g2_i1|m.28275,XP_012166049.1,2e-90
TRINITY_DN11624_c0_g3_i1|m.28276,XP_012166050.1,2e-83
TRINITY_DN11624_c0_g4_i1|m.28277,XP_012166051.1,8e-66
TRINITY_DN11624_c0_g5_i1|m.28278,XP_012166051.1,4e-67
TRINITY_DN11625_c1_g1_i1|m.28527,XP_012172451.1,0.0
TRINITY_DN11626_c0_g1_i1|m.28216,XP_003396034.1,0.0
TRINITY_DN11627_c0_g1_i1|m.28436,XP_003398763.1,0.0
TRINITY_DN11628_c0_g1_i1|m.28415,XP_012174245.1,4e-42
TRINITY_DN11629_c3_g1_i1|m.28578,XP_003398716.1,0.0
TRINITY_DN11632_c0_g1_i1|m.28223,XP_012163393.1,3e-43
TRINITY_DN11632_c0_g1_i1|m.28221,XP_012163393.1,1e-85
TRINITY_DN11633_c0_g1_i1|m.28337,XP_003398752.1,0.0
TRINITY_DN11634_c0_g1_i1|m.28587,XP_003398444.1,1e-112
TRINITY_DN11634_c0_g1_i1|m.28586,XP_012167533.1,8e-136
TRINITY_DN11636_c0_g1_i1|m.28590,XP_012170454.1,0.0
TRINITY_DN11637_c1_g1_i1|m.28526,XP_003402915.1,4e-16
TRINITY_DN11638_c0_g1_i1|m.28466,XP_003394236.1,0.0
TRINITY_DN11639_c0_g3_i1|m.28396,XP_003392984.1,3e-27
TRINITY_DN11640_c0_g1_i1|m.28516,XP_012173810.1,0.0
TRINITY_DN11640_c0_g1_i1|m.28516,XP_012173810.1,2e-107
TRINITY_DN11641_c0_g1_i1|m.28397,XP_003400525.1,0.0
TRINITY_DN11641_c0_g4_i1|m.28401,XP_003400396.1,0.0
TRINITY_DN11641_c0_g5_i1|m.28403,XP_003400396.1,0.0
TRINITY_DN11642_c0_g1_i1|m.28646,XP_003399824.1,0.0
TRINITY_DN11642_c0_g1_i1|m.28647,XP_012170450.1,4e-58
TRINITY_DN11643_c0_g2_i1|m.28367,XP_012164942.1,1e-100
TRINITY_DN11644_c0_g1_i1|m.28613,XP_012173002.1,2e-112
TRINITY_DN11644_c0_g2_i1|m.28616,XP_012173003.1,0.0
TRINITY_DN11645_c0_g1_i1|m.28345,XP_003400095.1,1e-40
TRINITY_DN11645_c0_g1_i1|m.28344,XP_003400095.1,0.0
TRINITY_DN11646_c0_g1_i1|m.28422,XP_012165439.1,9e-104
TRINITY_DN11647_c0_g1_i1|m.28298,XP_003402305.1,0.0
TRINITY_DN11649_c0_g1_i1|m.28197,XP_012172025.1,0.0
TRINITY_DN11650_c0_g1_i1|m.28428,XP_012164904.1,1e-90
TRINITY_DN11654_c0_g2_i1|m.28596,XP_003397876.1,1e-63
TRINITY_DN11654_c0_g3_i1|m.28597,XP_003397876.1,0.0
TRINITY_DN11654_c0_g4_i1|m.28602,XP_003397876.1,1e-63
TRINITY_DN11654_c0_g5_i1|m.28603,XP_003397876.1,0.0
TRINITY_DN11655_c0_g1_i1|m.28626,XP_012168137.1,0.0
TRINITY_DN11656_c0_g1_i1|m.28391,XP_003398656.1,0.0
TRINITY_DN11658_c0_g1_i1|m.28556,XP_012175923.1,7e-162
TRINITY_DN11659_c0_g1_i1|m.28525,XP_012165958.1,0.0
TRINITY_DN11662_c0_g1_i1|m.28492,XP_012172227.1,4e-10
TRINITY_DN11662_c0_g1_i1|m.28491,XP_012172227.1,0.0
TRINITY_DN11663_c0_g1_i1|m.28412,XP_012170298.1,4e-111
TRINITY_DN11664_c0_g1_i1|m.28364,XP_003396781.1,0.0
TRINITY_DN11666_c0_g1_i1|m.28694,XP_012165013.1,0.0
TRINITY_DN11667_c0_g1_i1|m.28243,XP_003401634.1,2e-144
TRINITY_DN11669_c0_g1_i1|m.28443,XP_012170076.1,0.0
TRINITY_DN11669_c0_g1_i1|m.28443,XP_012170076.1,3e-08
TRINITY_DN11669_c0_g1_i1|m.28443,XP_012170076.1,2e-06
TRINITY_DN1166_c0_g1_i1|m.34397,XP_012170684.1,0.0
TRINITY_DN1166_c0_g2_i1|m.34398,XP_012170684.1,0.0
TRINITY_DN11670_c0_g1_i1|m.28630,XP_012169001.1,6e-75
TRINITY_DN11670_c0_g2_i1|m.28631,XP_003398897.1,3e-104
TRINITY_DN11671_c0_g1_i1|m.28517,XP_003393539.1,3e-170
TRINITY_DN11672_c0_g1_i1|m.28565,XP_003396150.2,4e-59
TRINITY_DN11672_c0_g2_i1|m.28567,XP_012164600.1,0.0
TRINITY_DN11672_c0_g3_i1|m.28569,XP_003396150.2,0.0
TRINITY_DN11673_c0_g1_i1|m.28561,XP_012169716.1,2e-53
TRINITY_DN11675_c0_g3_i1|m.28628,XP_012176117.1,1e-124
TRINITY_DN11676_c0_g1_i1|m.28405,XP_012175724.1,0.0
TRINITY_DN11676_c0_g1_i1|m.28406,XP_012175724.1,1e-173
TRINITY_DN11677_c0_g1_i1|m.28292,XP_003395755.1,0.0
TRINITY_DN11678_c0_g1_i1|m.28684,XP_003398417.1,0.0
TRINITY_DN11679_c0_g1_i1|m.28227,XP_012165721.1,5e-98
TRINITY_DN1167_c0_g1_i1|m.34383,XP_012175060.1,3e-77
TRINITY_DN1167_c1_g1_i1|m.34384,XP_012175060.1,3e-49
TRINITY_DN11681_c0_g1_i1|m.28485,XP_012167560.1,8e-74
TRINITY_DN11682_c0_g1_i1|m.28360,XP_012166482.1,6e-113
TRINITY_DN11683_c0_g1_i1|m.28224,XP_012169928.1,0.0
TRINITY_DN11683_c0_g1_i1|m.28224,XP_012169928.1,1e-33
TRINITY_DN11683_c0_g1_i1|m.28224,XP_012169928.1,1e-30
TRINITY_DN11683_c0_g1_i1|m.28224,XP_012169928.1,1e-21
TRINITY_DN11683_c0_g1_i1|m.28224,XP_012169928.1,3e-21
TRINITY_DN11684_c0_g1_i1|m.28335,XP_003393706.1,0.0
TRINITY_DN11685_c1_g1_i1|m.28523,XP_003399441.1,0.0
TRINITY_DN11686_c0_g1_i1|m.28547,XP_012163309.1,9e-105
TRINITY_DN11687_c0_g2_i1|m.28572,XP_012168106.1,0.0
TRINITY_DN11689_c0_g1_i1|m.28430,XP_003401329.1,0.0
TRINITY_DN11690_c0_g1_i1|m.28609,XP_012168196.1,0.0
TRINITY_DN11691_c0_g1_i1|m.28352,XP_012174674.1,0.0
TRINITY_DN11691_c0_g1_i1|m.28351,XP_012174679.1,0.0
TRINITY_DN11691_c0_g2_i1|m.28356,XP_012174679.1,0.0
TRINITY_DN11693_c0_g1_i1|m.28321,XP_003395893.1,2e-90
TRINITY_DN11693_c0_g2_i1|m.28322,XP_003395893.1,0.0
TRINITY_DN11694_c0_g2_i1|m.28189,XP_003393388.2,6e-45
TRINITY_DN11694_c0_g3_i1|m.28191,XP_003393388.2,5e-41
TRINITY_DN11695_c0_g1_i1|m.28410,XP_003403182.1,1e-137
TRINITY_DN11696_c0_g1_i1|m.28529,XP_012167436.1,0.0
TRINITY_DN11697_c0_g1_i1|m.28432,XP_003400232.1,2e-106
TRINITY_DN11698_c0_g1_i1|m.28338,XP_012172429.1,0.0
TRINITY_DN11699_c0_g1_i1|m.28313,XP_012171391.1,0.0
TRINITY_DN11701_c0_g1_i1|m.14391,XP_012174408.1,2e-165
TRINITY_DN11702_c0_g1_i1|m.14523,XP_003394421.1,2e-121
TRINITY_DN11702_c0_g2_i1|m.14525,XP_003394421.1,2e-50
TRINITY_DN11704_c0_g1_i1|m.14464,XP_012174021.1,3e-71
TRINITY_DN11705_c0_g1_i1|m.14370,XP_012173955.1,1e-88
TRINITY_DN11706_c0_g1_i1|m.14377,XP_003401367.1,1e-143
TRINITY_DN11706_c0_g1_i1|m.14376,XP_003401366.1,1e-179
TRINITY_DN11707_c0_g1_i1|m.14502,XP_012164665.1,4e-41
TRINITY_DN11708_c0_g1_i1|m.14388,XP_012174717.1,5e-48
TRINITY_DN1170_c0_g1_i1|m.34380,XP_003397295.1,1e-37
TRINITY_DN1170_c0_g2_i1|m.34381,XP_003397295.1,1e-37
TRINITY_DN11710_c0_g1_i1|m.14485,XP_003394781.1,0.0
TRINITY_DN11711_c0_g1_i1|m.14390,XP_003396883.1,0.0
TRINITY_DN11712_c0_g1_i1|m.14545,XP_003394582.1,0.0
TRINITY_DN11713_c0_g1_i1|m.14499,XP_003397473.1,0.0
TRINITY_DN11714_c0_g1_i1|m.14425,XP_003398029.1,5e-136
TRINITY_DN11715_c0_g1_i1|m.14486,XP_003400702.1,0.0
TRINITY_DN11716_c0_g1_i1|m.14557,XP_012176589.1,7e-126
TRINITY_DN11717_c0_g1_i1|m.14495,XP_012171444.1,0.0
TRINITY_DN11717_c0_g1_i1|m.14494,XP_012171444.1,0.0
TRINITY_DN11721_c0_g1_i1|m.14520,XP_012166826.1,6e-87
TRINITY_DN11723_c1_g1_i1|m.14416,XP_012173423.1,0.0
TRINITY_DN11723_c2_g2_i1|m.14422,XP_012165463.1,5e-103
TRINITY_DN11726_c0_g1_i1|m.14644,XP_012166572.1,4e-17
